feature,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Baz1a,Baz1a,1312.0724,0.2911,0.1782,1.6334,0.1024,1
Baz1b,Baz1b,5903.6901,0.0989,0.0943,1.0491,0.2941,1
Baz2a,Baz2a,3019.0088,0.0233,0.1058,0.2199,0.8259,1
Baz2b,Baz2b,984.6644,0.253,0.1804,1.4027,0.1607,1
BB014433,BB014433,2.9405,1.28,1.0269,1.2465,0.2126,1
BB123696,BB123696,0.8398,-1.312,1.523,-0.8614,0.389,1
BB557941,BB557941,4.5092,-0.0203,0.7282,-0.0279,0.9777,1
Bbc3,Bbc3,254.5939,0.191,0.1634,1.1688,0.2425,1
Bbip1,Bbip1,671.2129,0.1293,0.1187,1.0891,0.2761,1
Bbox1,Bbox1,2.3367,0.236,1.486,0.1588,0.8738,1
Bbs1,Bbs1,607.1158,-0.0949,0.0877,-1.082,0.2793,1
Bbs10,Bbs10,162.8533,0.0533,0.1612,0.3306,0.7409,1
Bbs12,Bbs12,190.651,0.2293,0.1282,1.7881,0.0738,1
Bbs2,Bbs2,1144.8956,-0.0898,0.0754,-1.1913,0.2336,1
Bbs4,Bbs4,369.7671,0.0994,0.1147,0.8664,0.3863,1
Bbs5,Bbs5,459.0765,0.1605,0.0869,1.847,0.0647,1
Bbs7,Bbs7,378.3501,0.134,0.124,1.0806,0.2799,1
Bbs9,Bbs9,527.0641,-0.1156,0.085,-1.3606,0.1736,1
Bbx,Bbx,1836.9417,0.272,0.2418,1.1247,0.2607,1
BC002163,BC002163,9.6773,0.2326,0.4811,0.4835,0.6288,1
BC003331,BC003331,917.5111,0.2135,0.2158,0.9892,0.3226,1
BC003965,BC003965,793.7197,0.0269,0.0998,0.2697,0.7874,1
BC004004,BC004004,4237.8169,-0.0986,0.064,-1.5409,0.1233,1
BC005537,BC005537,8323.0725,0.0461,0.0845,0.5461,0.585,1
BC005561,BC005561,79.5758,-0.0284,0.2309,-0.1229,0.9022,1
BC005624,BC005624,1432.034,-0.002,0.0699,-0.0286,0.9772,1
BC017158,BC017158,504.2361,-0.027,0.1022,-0.264,0.7918,1
BC017643,BC017643,1810.287,-0.0286,0.0865,-0.3312,0.7405,1
BC020402,BC020402,69.7637,0.1206,0.2588,0.466,0.6412,1
BC021614,BC021614,1.0482,-0.2249,1.4416,-0.156,0.876,1
BC021767,BC021767,2.1016,-0.4864,1.0684,-0.4553,0.6489,1
BC021785,BC021785,2.1075,-0.7122,0.9498,-0.7499,0.4533,1
BC022687,BC022687,1063.3438,0.4696,0.537,0.8745,0.3818,1
BC023829,BC023829,2129.9853,-0.0319,0.1288,-0.2478,0.8043,1
BC024139,BC024139,3.0693,0.8661,0.881,0.9832,0.3255,1
BC024978,BC024978,152.8792,0.155,0.1343,1.1542,0.2484,1
BC025920,BC025920,30.7798,0.0998,0.2613,0.3821,0.7024,1
BC027231,BC027231,839.9085,0.1121,0.0768,1.4598,0.1443,1
BC028528,BC028528,43.8781,0.0118,0.2691,0.0438,0.9651,1
BC029214,BC029214,658.5784,0.0184,0.1122,0.1639,0.8698,1
BC029722,BC029722,1059.1586,-0.0491,0.0911,-0.5386,0.5902,1
BC030336,BC030336,924.4128,0.226,0.1527,1.4798,0.1389,1
BC030499,BC030499,3.8861,-0.1201,0.8584,-0.1399,0.8887,1
BC030867,BC030867,223.7359,-0.337,0.2281,-1.4772,0.1396,1
BC031181,BC031181,2430.9749,0.0137,0.0714,0.192,0.8478,1
BC031361,BC031361,36.6973,0.0351,0.2554,0.1375,0.8907,1
BC035044,BC035044,1.4922,3.2465,1.6365,1.9838,0.0473,1
BC037032,BC037032,11.0427,0.6939,0.4569,1.5185,0.1289,1
BC037034,BC037034,396.5525,0.127,0.0894,1.4206,0.1554,1
BC037704,BC037704,23.7946,0.264,0.3858,0.6843,0.4938,1
BC039771,BC039771,55.2437,-0.2476,0.225,-1.1005,0.2711,1
BC039966,BC039966,37.9533,-0.2742,0.2277,-1.2045,0.2284,1
BC046251,BC046251,0.7245,0.8804,1.9642,0.4482,0.654,1
BC048403,BC048403,295.468,0.1406,0.1505,0.9342,0.3502,1
BC048502,BC048502,1.4429,2.1933,1.6826,1.3035,0.1924,1
BC048609,BC048609,0.8421,0.5315,1.6228,0.3276,0.7432,1
BC049715,BC049715,0.4248,0.0103,2.0924,0.0049,0.9961,1
BC049762,BC049762,0.6284,2.7598,2.0903,1.3203,0.1867,1
BC051019,BC051019,350.3377,0.0301,0.2151,0.1398,0.8888,1
BC051226,BC051226,20.2002,0.0958,0.3348,0.286,0.7749,1
BC052040,BC052040,331.0405,0.0104,0.1008,0.1034,0.9176,1
BC055324,BC055324,341.1461,-0.1336,0.1244,-1.0739,0.2829,1
BC061237,BC061237,1.0439,-0.6917,1.4399,-0.4804,0.631,1
BC064078,BC064078,11.6709,0.3985,0.4359,0.9141,0.3606,1
BC065397,BC065397,14.6485,-0.0247,0.4684,-0.0528,0.9579,1
BC068281,BC068281,333.3,0.001,0.1109,0.0091,0.9927,1
BC094916,BC094916,1.0374,1.3952,1.5219,0.9167,0.3593,1
BC100451,BC100451,27.3786,0.0453,0.2866,0.1582,0.8743,1
Bcam,Bcam,1354.9093,-0.0113,0.1448,-0.0778,0.938,1
Bcan,Bcan,4.8537,0.3214,0.8675,0.3705,0.711,1
Bcap29,Bcap29,698.249,0.185,0.1619,1.1427,0.2532,1
Bcap31,Bcap31,7004.2821,-0.0337,0.1181,-0.2852,0.7755,1
Bcar1,Bcar1,3767.3827,-0.1651,0.0885,-1.8665,0.062,1
Bcar3,Bcar3,2004.8962,-0.0456,0.0623,-0.7316,0.4644,1
Bcas1,Bcas1,2.9487,0.8409,0.8399,1.0012,0.3167,1
Bcas2,Bcas2,2197.1832,0.0571,0.0664,0.8595,0.3901,1
Bcas3,Bcas3,1090.7246,-0.0841,0.0946,-0.8894,0.3738,1
Bcat1,Bcat1,1838.3744,0.0795,0.1498,0.5307,0.5956,1
Bcat2,Bcat2,1608.2417,-0.1039,0.0895,-1.1607,0.2458,1
Bccip,Bccip,1164.3514,0.1272,0.1147,1.109,0.2674,1
Bcdin3d,Bcdin3d,207.3902,0.1433,0.11,1.3026,0.1927,1
Bche,Bche,1.984,0.8659,1.2192,0.7102,0.4776,1
Bckdha,Bckdha,1439.1444,-0.0342,0.1018,-0.3357,0.7371,1
Bckdhb,Bckdhb,65.6025,-0.1636,0.1941,-0.8427,0.3994,1
Bckdk,Bckdk,2060.1938,-0.0726,0.0711,-1.0216,0.307,1
Bcl10,Bcl10,2660.1901,-0.0172,0.0822,-0.2095,0.834,1
Bcl11b,Bcl11b,0.9482,-1.5559,1.4928,-1.0423,0.2973,1
Bcl2,Bcl2,318.5629,0.2467,0.2529,0.9757,0.3292,1
Bcl2l1,Bcl2l1,1949.4678,0.0799,0.1291,0.6187,0.5361,1
Bcl2l11,Bcl2l11,1085.1946,0.0303,0.0854,0.3542,0.7232,1
Bcl2l12,Bcl2l12,228.5418,0.0147,0.1534,0.0959,0.9236,1
Bcl2l13,Bcl2l13,2669.3801,-0.0153,0.0831,-0.1846,0.8535,1
Bcl2l14,Bcl2l14,4.2198,0.2512,0.7631,0.3292,0.742,1
Bcl2l15,Bcl2l15,7.4931,0.0512,0.5627,0.091,0.9275,1
Bcl2l2,Bcl2l2,2077.6866,0.1263,0.0752,1.681,0.0928,1
Bcl3,Bcl3,707.97,0.1435,0.151,0.9501,0.342,1
Bcl6,Bcl6,2357.4927,0.111,0.0804,1.3803,0.1675,1
Bcl6b,Bcl6b,141.4573,-0.1143,0.1841,-0.6207,0.5348,1
Bcl7a,Bcl7a,991.7841,0.0501,0.0992,0.5047,0.6138,1
Bcl7b,Bcl7b,971.0406,-0.0023,0.0776,-0.0295,0.9764,1
Bcl7c,Bcl7c,779.9615,-0.1454,0.1219,-1.193,0.2329,1
Bcl9,Bcl9,947.8425,0.008,0.0651,0.1223,0.9027,1
Bcl9l,Bcl9l,2524.4567,-0.106,0.0913,-1.1611,0.2456,1
Bclaf1,Bclaf1,2976.753,0.2461,0.1843,1.3355,0.1817,1
Bco1,Bco1,0.6373,0.8993,1.7051,0.5274,0.5979,1
Bco2,Bco2,7.9263,-0.3514,0.6748,-0.5207,0.6026,1
Bcor,Bcor,2166.5574,-0.058,0.0648,-0.8948,0.3709,1
Bcorl1,Bcorl1,800.3411,0.005,0.1047,0.0478,0.9619,1
Bcr,Bcr,2475.2296,-0.1217,0.1118,-1.0886,0.2763,1
Bcs1l,Bcs1l,646.2179,-0.0497,0.0795,-0.6257,0.5315,1
Bdh1,Bdh1,16.4785,-0.0659,0.3465,-0.1903,0.8491,1
Bdh2,Bdh2,368.0235,0.0636,0.1332,0.4774,0.6331,1
Bdkrb1,Bdkrb1,325.1838,0.1792,0.1508,1.1878,0.2349,1
Bdkrb2,Bdkrb2,110.8406,0.2786,0.3452,0.807,0.4196,1
Bdnf,Bdnf,670.676,0.2485,0.1797,1.3832,0.1666,1
Bdp1,Bdp1,712.237,0.286,0.2389,1.1971,0.2313,1
Bean1,Bean1,259.8374,0.0621,0.1156,0.5374,0.591,1
Becn1,Becn1,3156.5923,0.0434,0.0715,0.6074,0.5436,1
Begain,Begain,16.2674,-0.1727,0.4322,-0.3995,0.6895,1
Bend3,Bend3,601.0479,-0.0131,0.0942,-0.1393,0.8892,1
Bend4,Bend4,0.9396,-2.3614,1.5897,-1.4855,0.1374,1
Bend5,Bend5,35.5005,0.1338,0.3513,0.381,0.7032,1
Bend6,Bend6,623.2241,0.0128,0.1172,0.1092,0.9131,1
Best1,Best1,326.9418,0.0878,0.1786,0.4915,0.6231,1
Best3,Best3,58.1492,0.0331,0.2416,0.137,0.8911,1
Bet1,Bet1,1575.0052,0.17,0.0741,2.293,0.0218,1
Bet1l,Bet1l,1146.0521,-0.0022,0.0889,-0.0247,0.9803,1
Bex1,Bex1,3.6769,-0.39,0.7603,-0.513,0.6079,1
Bex2,Bex2,1.9108,0.7791,1.1455,0.6801,0.4964,1
Bfar,Bfar,1296.799,0.1528,0.0806,1.8955,0.058,1
Bfsp1,Bfsp1,2.0042,0.8434,1.0516,0.802,0.4226,1
Bfsp2,Bfsp2,12.9834,-0.4192,0.4204,-0.997,0.3188,1
Bglap,Bglap,2.116,-0.7907,0.9848,-0.8029,0.422,1
Bglap2,Bglap2,12.1773,-0.1459,0.5945,-0.2453,0.8062,1
Bglap3,Bglap3,14.6327,-0.1918,0.373,-0.5143,0.607,1
Bgn,Bgn,163808.3543,-0.0812,0.109,-0.7444,0.4566,1
Bhlha15,Bhlha15,1.3619,-0.7622,1.2179,-0.6258,0.5314,1
Bhlha9,Bhlha9,0.5325,0.5056,1.9878,0.2543,0.7992,1
Bhlhb9,Bhlhb9,1502.5789,0.0825,0.1229,0.6714,0.502,1
Bhlhe22,Bhlhe22,0.3194,-0.6836,2.5555,-0.2675,0.7891,1
Bhlhe40,Bhlhe40,5813.6189,0.0285,0.1646,0.1731,0.8626,1
Bhlhe41,Bhlhe41,3275.9883,-0.0299,0.0963,-0.3102,0.7564,1
Bhmt,Bhmt,1.2677,0.3439,1.2087,0.2845,0.776,1
Bicc1,Bicc1,919.576,-0.0971,0.1131,-0.8582,0.3908,1
Bicd1,Bicd1,73.7687,0.2642,0.3005,0.8792,0.3793,1
Bicd2,Bicd2,11672.4111,-0.004,0.1143,-0.0347,0.9723,1
Bid,Bid,1576.5096,-0.0114,0.1221,-0.0937,0.9254,1
Bik,Bik,67.9946,0.1085,0.2291,0.4734,0.6359,1
Bin1,Bin1,24304.2547,-0.0627,0.118,-0.5311,0.5954,1
Bin3,Bin3,1630.5495,0.006,0.072,0.0835,0.9334,1
Birc2,Birc2,1376.2279,0.0869,0.1135,0.7657,0.4438,1
Birc3,Birc3,100.0017,-0.0446,0.1715,-0.2601,0.7948,1
Birc5,Birc5,1835.6956,-0.1606,0.1758,-0.9135,0.361,1
Birc6,Birc6,3912.5844,0.2628,0.2012,1.3062,0.1915,1
Bivm,Bivm,1106.081,0.0983,0.0888,1.106,0.2687,1
Blcap,Blcap,1181.2405,0.1046,0.1277,0.8188,0.4129,1
Blk,Blk,9.8801,0.1899,0.6085,0.312,0.755,1
Blm,Blm,270.0508,0.0827,0.2466,0.3353,0.7374,1
Blmh,Blmh,2782.3677,-0.0096,0.0631,-0.1516,0.8795,1
Blnk,Blnk,354.0012,-0.1481,0.1868,-0.7929,0.4278,1
Bloc1s1,Bloc1s1,1304.0525,-0.1099,0.0743,-1.478,0.1394,1
Bloc1s2,Bloc1s2,1003.1649,0.0429,0.0864,0.4964,0.6196,1
Bloc1s3,Bloc1s3,424.0315,-0.059,0.1219,-0.4839,0.6284,1
Bloc1s4,Bloc1s4,424.383,0.0032,0.1072,0.0294,0.9765,1
Bloc1s5,Bloc1s5,864.2595,-0.043,0.0811,-0.5307,0.5956,1
Bloc1s6,Bloc1s6,1763.4753,0.0529,0.0685,0.7724,0.4399,1
Blvra,Blvra,736.4975,-0.1434,0.0891,-1.6103,0.1073,1
Blvrb,Blvrb,592.4658,-0.0149,0.1963,-0.0757,0.9396,1
Blzf1,Blzf1,1194.1057,0.1863,0.0907,2.0541,0.04,1
Bmf,Bmf,1012.8893,-0.1029,0.1817,-0.5664,0.5711,1
Bmi1,Bmi1,2689.2012,0.2683,0.1923,1.3954,0.1629,1
Bmp1,Bmp1,10702.5944,-0.0281,0.0764,-0.3682,0.7127,1
Bmp15,Bmp15,0.9305,0.1893,1.6994,0.1114,0.9113,1
Bmp2,Bmp2,10.7047,-0.4864,0.509,-0.9556,0.3393,1
Bmp2k,Bmp2k,773.8919,0.1865,0.136,1.3717,0.1701,1
Bmp3,Bmp3,0.63,-0.6321,1.775,-0.3561,0.7218,1
Bmp4,Bmp4,2004.2321,-0.0639,0.1678,-0.3809,0.7033,1
Bmp5,Bmp5,0.9396,-0.3896,1.4215,-0.2741,0.784,1
Bmp6,Bmp6,18.1552,-0.5223,0.369,-1.4154,0.157,1
Bmp7,Bmp7,0.6362,0.0068,1.7066,0.004,0.9968,1
Bmp8a,Bmp8a,27.669,0.3598,0.3279,1.0971,0.2726,1
Bmp8b,Bmp8b,1.3779,1.6079,1.2715,1.2645,0.206,1
Bmper,Bmper,5666.0766,-0.139,0.1378,-1.0084,0.3133,1
Bmpr1a,Bmpr1a,5275.9166,0.1985,0.156,1.2725,0.2032,1
Bmpr1b,Bmpr1b,253.2621,0.347,0.2561,1.3552,0.1754,1
Bmpr2,Bmpr2,2209.5128,0.3215,0.2356,1.3647,0.1723,1
Bms1,Bms1,2635.3174,0.1475,0.1054,1.3993,0.1617,1
Bmyc,Bmyc,33.6252,0.0689,0.252,0.2734,0.7845,1
Bnc1,Bnc1,25.6534,-0.0012,0.6487,-0.0019,0.9985,1
Bnc2,Bnc2,961.5976,0.1101,0.1362,0.8083,0.4189,1
Bnip1,Bnip1,694.334,-0.0526,0.071,-0.7409,0.4588,1
Bnip2,Bnip2,7244.9443,0.1296,0.0831,1.5602,0.1187,1
Bnip3,Bnip3,6439.0288,0.0661,0.4726,0.1398,0.8888,1
Bnip3l,Bnip3l,5310.4221,0.1096,0.1692,0.6479,0.517,1
Bnipl,Bnipl,1.0572,1.7841,1.5246,1.1703,0.2419,1
Boc,Boc,994.4034,-0.0039,0.1533,-0.0255,0.9796,1
Bod1,Bod1,2393.7907,-0.023,0.0959,-0.2399,0.8104,1
Bod1l,Bod1l,722.711,0.1858,0.1751,1.0614,0.2885,1
Bok,Bok,2213.6626,-0.1327,0.2021,-0.657,0.5112,1
Bola1,Bola1,324.8111,0.0089,0.1054,0.0844,0.9327,1
Bola2,Bola2,373.2413,0.1014,0.1152,0.88,0.3789,1
Bola3,Bola3,537.838,0.0348,0.1416,0.2455,0.8061,1
Bop1,Bop1,4363.2543,-0.0664,0.0893,-0.7441,0.4568,1
Bora,Bora,384.2601,0.154,0.1734,0.8882,0.3744,1
Borg,Borg,2.9354,-0.0582,0.9124,-0.0638,0.9491,1
Bpgm,Bpgm,1118.0954,-0.0199,0.1055,-0.1889,0.8502,1
Bphl,Bphl,676.536,-0.1013,0.0924,-1.0967,0.2728,1
Bpi,Bpi,1.0455,-1.6475,1.4718,-1.1194,0.263,1
Bpifb1,Bpifb1,1.8948,-1.6504,1.2535,-1.3166,0.188,1
Bpnt1,Bpnt1,1360.1222,0.0801,0.0843,0.9503,0.342,1
Bptf,Bptf,2458.2282,0.1781,0.1875,0.9495,0.3423,1
Braf,Braf,693.9719,0.2487,0.2024,1.2288,0.2192,1
Brap,Brap,3170.4787,-0.0798,0.0542,-1.472,0.141,1
Brat1,Brat1,1010.2491,-0.0311,0.0819,-0.3799,0.704,1
Brca1,Brca1,590.5942,0.1033,0.2468,0.4184,0.6756,1
Brca2,Brca2,163.7996,0.0821,0.1846,0.4447,0.6565,1
Brcc3,Brcc3,616.7477,0.0584,0.0812,0.7194,0.4719,1
Brd1,Brd1,3074.2678,0.0494,0.0725,0.6809,0.4959,1
Brd2,Brd2,8198.986,-0.0171,0.0895,-0.1908,0.8487,1
Brd3,Brd3,2673.6437,0.1434,0.0912,1.5723,0.1159,1
Brd4,Brd4,3745.6073,-0.0029,0.0638,-0.045,0.9641,1
Brd7,Brd7,3823.8159,0.0785,0.0974,0.8066,0.4199,1
Brd8,Brd8,2174.5242,0.0193,0.0765,0.2517,0.8012,1
Brd9,Brd9,1385.0456,0.0433,0.0854,0.5076,0.6117,1
Brdt,Brdt,36.103,0.1404,0.2429,0.5782,0.5631,1
Bre,Bre,1724.1282,-0.0827,0.0923,-0.8961,0.3702,1
Brf1,Brf1,1599.0785,-0.0864,0.0673,-1.2849,0.1988,1
Brf2,Brf2,521.9347,-0.0311,0.0972,-0.3198,0.7491,1
Bri3,Bri3,1110.8683,0.0973,0.1165,0.8353,0.4035,1
Bri3bp,Bri3bp,1443.2589,0.0345,0.1204,0.2866,0.7744,1
Brinp1,Brinp1,8.7015,-0.1333,0.4951,-0.2693,0.7877,1
Brinp3,Brinp3,6578.0221,0.1185,0.1394,0.8505,0.395,1
Brip1,Brip1,337.7045,0.0544,0.239,0.2277,0.8198,1
Brip1os,Brip1os,2617.5553,-0.1117,0.1241,-0.8995,0.3684,1
Brix1,Brix1,2833.7194,0.0899,0.0795,1.1303,0.2583,1
Brk1,Brk1,3834.7776,0.0054,0.0926,0.0587,0.9532,1
Brms1,Brms1,790.5346,-0.0565,0.0997,-0.5671,0.5706,1
Brms1l,Brms1l,1505.256,0.0719,0.0789,0.9117,0.3619,1
Brox,Brox,4213.0728,0.0474,0.089,0.533,0.594,1
Brpf1,Brpf1,1423.1239,0.0058,0.0789,0.0737,0.9413,1
Brpf3,Brpf3,642.8323,0.009,0.1189,0.0755,0.9398,1
Brsk1,Brsk1,379.5493,0.0119,0.1559,0.0766,0.9389,1
Brwd1,Brwd1,2021.7681,0.1162,0.1656,0.7016,0.4829,1
Brwd3,Brwd3,215.385,0.2706,0.2912,0.9293,0.3527,1
Bscl2,Bscl2,69.7056,0.0626,0.2079,0.3012,0.7633,1
Bsdc1,Bsdc1,1836.9274,0.0056,0.1052,0.0532,0.9576,1
Bsg,Bsg,31696.9645,0.1163,0.164,0.7094,0.4781,1
Bsn,Bsn,126.1457,0.359,0.2011,1.7852,0.0742,1
Bspry,Bspry,42.7488,-0.098,0.2772,-0.3535,0.7237,1
Bst1,Bst1,0.5329,1.5611,2.2327,0.6992,0.4844,1
Bst2,Bst2,602.5661,0.0446,0.1749,0.255,0.7988,1
Btaf1,Btaf1,1209.7604,0.3687,0.2062,1.788,0.0738,1
Btbd1,Btbd1,3494.9278,0.1219,0.0811,1.5034,0.1327,1
Btbd10,Btbd10,962.7899,0.0443,0.0791,0.5596,0.5758,1
Btbd11,Btbd11,610.855,0.024,0.2374,0.1012,0.9194,1
Btbd16,Btbd16,0.6308,2.7645,2.09,1.3227,0.1859,1
Btbd17,Btbd17,180.5838,-0.0053,0.1739,-0.0304,0.9758,1
Btbd18,Btbd18,4.0645,0.1133,0.778,0.1456,0.8842,1
Btbd19,Btbd19,535.5241,-0.0149,0.1344,-0.1106,0.9119,1
Btbd2,Btbd2,2007.7014,-0.1339,0.0773,-1.7321,0.0832,1
Btbd3,Btbd3,575.4107,0.0853,0.1506,0.5663,0.5712,1
Btbd6,Btbd6,730.8899,-0.0438,0.0916,-0.4777,0.6329,1
Btbd7,Btbd7,1084.5444,-0.0448,0.1304,-0.3436,0.7312,1
Btbd8,Btbd8,11.5893,0.0834,0.5019,0.1662,0.868,1
Btbd9,Btbd9,1213.3751,-0.1411,0.0686,-2.0586,0.0395,1
Btc,Btc,47.1955,0.3153,0.2927,1.0774,0.2813,1
Btd,Btd,1445.9825,-0.171,0.1326,-1.289,0.1974,1
Btf3,Btf3,11089.5181,-0.0103,0.0935,-0.1102,0.9123,1
Btf3l4,Btf3l4,1791.9282,0.0931,0.0968,0.9611,0.3365,1
Btg1,Btg1,7961.9303,0.0448,0.1101,0.4067,0.6842,1
Btg2,Btg2,1795.3553,-0.0757,0.0899,-0.8421,0.3997,1
Btg3,Btg3,27.987,-0.2875,0.3939,-0.7297,0.4656,1
Btk,Btk,0.6185,1.6275,2.297,0.7085,0.4786,1
Btla,Btla,104.2464,0.2925,0.2862,1.022,0.3068,1
Btn1a1,Btn1a1,3.4726,-0.2772,0.7303,-0.3796,0.7042,1
Btn2a2,Btn2a2,16.942,0.0468,0.4063,0.1151,0.9084,1
Btrc,Btrc,1303.5648,-0.0919,0.0741,-1.2403,0.2148,1
Bub1,Bub1,908.8941,0.1958,0.2502,0.7825,0.4339,1
Bub1b,Bub1b,2277.7048,-0.25,0.1593,-1.5695,0.1165,1
Bub3,Bub3,3761.9153,-0.0856,0.0662,-1.2938,0.1957,1
Bud13,Bud13,555.1222,-0.0545,0.084,-0.6485,0.5167,1
Bud31,Bud31,2272.1335,0.0082,0.0983,0.0833,0.9336,1
Bves,Bves,3813.5988,-0.1197,0.0755,-1.5844,0.1131,1
Bvht,Bvht,151.8457,0.2383,0.2611,0.9128,0.3614,1
Bysl,Bysl,1776.5391,-0.038,0.0905,-0.42,0.6745,1
Bzrap1,Bzrap1,32.8141,-0.2153,0.334,-0.6444,0.5193,1
Bzw1,Bzw1,10300.4,0.1018,0.0986,1.0332,0.3015,1
Bzw2,Bzw2,2423.685,0.038,0.1092,0.3483,0.7276,1
C030006K11Rik,C030006K11Rik,583.6009,-0.0025,0.1113,-0.0228,0.9818,1
C030013C21Rik,C030013C21Rik,0.85,2.3694,1.7454,1.3575,0.1746,1
C030016D13Rik,C030016D13Rik,4.3507,0.7644,1.0813,0.7069,0.4796,1
C030034I22Rik,C030034I22Rik,34.95,0.0506,0.303,0.167,0.8674,1
C030037D09Rik,C030037D09Rik,58.0119,0.4354,0.2553,1.7058,0.0881,1
C030039L03Rik,C030039L03Rik,143.7808,0.0531,0.1628,0.3263,0.7442,1
C130021I20Rik,C130021I20Rik,0.7459,0.3923,1.8073,0.2171,0.8282,1
C130026I21Rik,C130026I21Rik,2.5188,-1.0379,0.9772,-1.0621,0.2882,1
C130036L24Rik,C130036L24Rik,7.0836,0.1743,0.5418,0.3217,0.7477,1
C130046K22Rik,C130046K22Rik,1.6757,0.5568,1.2096,0.4603,0.6453,1
C130050O18Rik,C130050O18Rik,4.0236,0.5621,0.8138,0.6907,0.4898,1
C130060C02Rik,C130060C02Rik,3.7016,-0.1336,0.7351,-0.1817,0.8558,1
C130071C03Rik,C130071C03Rik,0.823,3.0708,2.1154,1.4516,0.1466,1
C130074G19Rik,C130074G19Rik,0.425,1.1821,2.3829,0.4961,0.6198,1
C130080G10Rik,C130080G10Rik,134.3779,0.3566,0.2713,1.3143,0.1888,1
C130083M11Rik,C130083M11Rik,54.4617,0.3699,0.2693,1.3736,0.1696,1
C1d,C1d,1845.1763,0.0285,0.0792,0.3594,0.7193,1
C1galt1,C1galt1,423.8244,0.2638,0.2247,1.1744,0.2402,1
C1galt1c1,C1galt1c1,1189.3983,0.2205,0.0812,2.7149,0.0066,1
C1qbp,C1qbp,4235.4286,0.0177,0.1154,0.1533,0.8781,1
C1ql1,C1ql1,35.622,-0.1142,0.3091,-0.3695,0.7118,1
C1ql3,C1ql3,0.9476,-0.7848,1.3697,-0.573,0.5667,1
C1ql4,C1ql4,2.6228,-1.3882,0.9563,-1.4516,0.1466,1
C1qtnf1,C1qtnf1,1974.4742,-0.1937,0.1599,-1.2111,0.2258,1
C1qtnf2,C1qtnf2,2.7246,-1.0409,0.8656,-1.2026,0.2291,1
C1qtnf3,C1qtnf3,35750.9453,0.0608,0.218,0.2787,0.7805,1
C1qtnf4,C1qtnf4,4.7273,-0.5881,0.6741,-0.8725,0.383,1
C1qtnf6,C1qtnf6,3550.5356,-0.1214,0.0903,-1.3452,0.1786,1
C1qtnf7,C1qtnf7,0.629,-0.4229,1.9595,-0.2158,0.8291,1
C1qtnf9,C1qtnf9,0.426,0.0108,2.0917,0.0052,0.9959,1
C1ra,C1ra,5395.8469,0.1032,0.2451,0.4209,0.6738,1
C1rb,C1rb,467.6165,0.1244,0.2969,0.4189,0.6753,1
C1rl,C1rl,886.2369,-0.0932,0.1104,-0.8439,0.3987,1
C1s1,C1s1,16228.0927,0.0842,0.2395,0.3515,0.7252,1
C1s2,C1s2,1209.1565,0.1268,0.2842,0.4462,0.6554,1
C2,C2,1.5769,-0.2016,1.1741,-0.1717,0.8637,1
C230024C17Rik,C230024C17Rik,0.947,0.5267,1.8338,0.2872,0.7739,1
C230035I16Rik,C230035I16Rik,21.1174,0.3884,0.3212,1.209,0.2266,1
C230037L18Rik,C230037L18Rik,3.1757,0.6147,0.8315,0.7393,0.4597,1
C230091D08Rik,C230091D08Rik,298.888,0.2873,0.2626,1.0939,0.274,1
C2cd2,C2cd2,577.9743,-0.0321,0.0873,-0.3674,0.7133,1
C2cd2l,C2cd2l,611.0415,-0.0366,0.1163,-0.3152,0.7526,1
C2cd3,C2cd3,880.0279,-0.1742,0.1133,-1.5381,0.124,1
C2cd4a,C2cd4a,2.729,-0.5829,0.9092,-0.6411,0.5214,1
C2cd4c,C2cd4c,10.688,-0.6,0.4525,-1.3262,0.1848,1
C2cd5,C2cd5,790.5709,0.0136,0.1018,0.1333,0.894,1
C3,C3,21476.5944,-0.1265,0.1759,-0.7194,0.4719,1
C330006A16Rik,C330006A16Rik,1794.4063,-0.078,0.0713,-1.0935,0.2742,1
C330007P06Rik,C330007P06Rik,1337.8846,0.1949,0.102,1.9103,0.0561,1
C330013E15Rik,C330013E15Rik,35.5027,0.1299,0.2803,0.4634,0.643,1
C330013J21Rik,C330013J21Rik,8.758,0.2243,0.5264,0.4261,0.67,1
C330018D20Rik,C330018D20Rik,517.0811,0.038,0.0891,0.4263,0.6699,1
C330021F23Rik,C330021F23Rik,186.0698,0.0306,0.1324,0.2312,0.8172,1
C330024C12Rik,C330024C12Rik,2.4103,0.8376,0.9116,0.9189,0.3582,1
C330027C09Rik,C330027C09Rik,929.6488,0.0933,0.2721,0.3428,0.7317,1
C3ar1,C3ar1,16.5389,-0.2685,0.4205,-0.6386,0.5231,1
C430002N11Rik,C430002N11Rik,13.0123,0.4292,0.4058,1.0577,0.2902,1
C430049B03Rik,C430049B03Rik,199.3832,0.0383,0.1576,0.243,0.808,1
C4a,C4a,54.9911,-0.0933,0.2145,-0.4352,0.6634,1
C4b,C4b,5.6127,-0.1076,0.835,-0.1289,0.8974,1
C530005A16Rik,C530005A16Rik,13.3821,0.6081,0.492,1.2358,0.2165,1
C530008M17Rik,C530008M17Rik,275.9599,-0.0249,0.2005,-0.1243,0.9011,1
C630043F03Rik,C630043F03Rik,28.2088,0.0343,0.3077,0.1115,0.9112,1
C77080,C77080,3512.9462,-0.0584,0.0939,-0.6215,0.5343,1
