feature,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1700012D01Rik,1700012D01Rik,26.023,0.0833,0.3387,0.2458,0.8058,0.9995
1700012D14Rik,1700012D14Rik,7.1912,-0.2078,0.6055,-0.3433,0.7314,0.9995
1700012I11Rik,1700012I11Rik,0.5707,-1.4727,2.4503,-0.601,0.5478,0.9995
1700013F07Rik,1700013F07Rik,3.4261,-0.0803,0.8052,-0.0997,0.9206,0.9995
1700013G24Rik,1700013G24Rik,4.9067,0.4387,0.6654,0.6592,0.5098,0.9995
1700013H16Rik,1700013H16Rik,1.2589,-0.6693,1.2357,-0.5417,0.588,0.9995
1700015F17Rik,1700015F17Rik,0.5725,-0.371,2.0516,-0.1808,0.8565,0.9995
1700016D06Rik,1700016D06Rik,3.432,0.3882,0.7955,0.4881,0.6255,0.9995
1700016L04Rik,1700016L04Rik,0.5721,1.7781,2.3991,0.7412,0.4586,0.9995
1700017B05Rik,1700017B05Rik,3003.9098,0.0349,0.1392,0.2508,0.802,0.9995
1700018A04Rik,1700018A04Rik,10.6287,-0.2765,0.4347,-0.636,0.5248,0.9995
1700018C11Rik,1700018C11Rik,0.9151,-0.1331,1.6693,-0.0797,0.9365,0.9995
1700018L02Rik,1700018L02Rik,2.5232,0.5588,1.0892,0.513,0.6079,0.9995
1700019A02Rik,1700019A02Rik,0.4589,0.2194,2.57,0.0854,0.932,0.9995
1700019B03Rik,1700019B03Rik,0.6895,-1.8013,1.9019,-0.9471,0.3436,0.9995
1700019D03Rik,1700019D03Rik,1.0313,-0.2131,1.5739,-0.1354,0.8923,0.9995
1700019G17Rik,1700019G17Rik,21.601,0.1134,0.384,0.2953,0.7678,0.9995
1700019G24Rik,1700019G24Rik,0.4581,-1.0626,2.0898,-0.5085,0.6111,0.9995
1700019L03Rik,1700019L03Rik,228.2654,0.4976,0.4131,1.2046,0.2284,0.9995
1700020A23Rik,1700020A23Rik,2.0583,0.6799,1.0801,0.6294,0.5291,0.9995
1700020D05Rik,1700020D05Rik,4.5722,-0.277,0.6915,-0.4005,0.6888,0.9995
1700020I14Rik,1700020I14Rik,913.407,-0.039,0.1853,-0.2107,0.8331,0.9995
1700020L24Rik,1700020L24Rik,240.0447,0.0749,0.2714,0.2759,0.7826,0.9995
1700020N01Rik,1700020N01Rik,0.6883,0.1371,1.7337,0.0791,0.937,0.9995
1700021F05Rik,1700021F05Rik,975.0527,0.0972,0.0645,1.5087,0.1314,0.9995
1700021K19Rik,1700021K19Rik,2680.107,0.0136,0.0507,0.2686,0.7882,0.9995
1700022H01Rik,1700022H01Rik,2.5121,0.7863,0.9443,0.8327,0.405,0.9995
1700022H16Rik,1700022H16Rik,0.4575,-1.0593,2.5214,-0.4201,0.6744,0.9995
1700022I11Rik,1700022I11Rik,0.8016,-0.2673,1.5222,-0.1756,0.8606,0.9995
1700023C21Rik,1700023C21Rik,0.3415,-0.4733,2.6754,-0.1769,0.8596,0.9995
1700023F06Rik,1700023F06Rik,1.7114,-0.8819,1.2502,-0.7054,0.4806,0.9995
1700024P16Rik,1700024P16Rik,48.5722,0.0392,0.2214,0.1772,0.8594,0.9995
1700025F24Rik,1700025F24Rik,2.5125,0.215,0.8952,0.2402,0.8102,0.9995
1700025G04Rik,1700025G04Rik,517.2695,-0.1059,0.1061,-0.9983,0.3182,0.9995
1700026D08Rik,1700026D08Rik,86.0885,0.2249,0.5208,0.4318,0.6659,0.9995
1700026J14Rik,1700026J14Rik,0.8009,0.2798,1.7329,0.1614,0.8718,0.9995
1700026L06Rik,1700026L06Rik,6.8634,-0.4869,0.6869,-0.7088,0.4784,0.9995
1700027A15Rik,1700027A15Rik,0.5714,-1.067,2.401,-0.4444,0.6568,0.9995
1700028E10Rik,1700028E10Rik,3.9953,0.564,0.7006,0.805,0.4208,0.9995
1700028I16Rik,1700028I16Rik,4.3514,-0.2453,0.7185,-0.3414,0.7328,0.9995
1700028J19Rik,1700028J19Rik,18.064,-0.2825,0.3262,-0.8661,0.3865,0.9995
1700028K03Rik,1700028K03Rik,11.5678,-0.5506,0.5589,-0.9853,0.3245,0.9995
1700029I15Rik,1700029I15Rik,13.7,0.5696,0.4058,1.4036,0.1604,0.9995
1700029J03Rik,1700029J03Rik,9.3677,-0.106,0.5804,-0.1827,0.8551,0.9995
1700029J07Rik,1700029J07Rik,36.4957,-0.0354,0.2629,-0.1348,0.8928,0.9995
1700030F04Rik,1700030F04Rik,1.717,1.0192,1.0906,0.9346,0.35,0.9995
1700030F18Rik,1700030F18Rik,2.633,-0.5087,0.8805,-0.5778,0.5634,0.9995
1700030J22Rik,1700030J22Rik,98.1119,-0.1195,0.1634,-0.7317,0.4644,0.9995
1700030K09Rik,1700030K09Rik,465.0982,-0.0043,0.0914,-0.0468,0.9626,0.9995
1700031A10Rik,1700031A10Rik,7.5451,-0.2759,0.5081,-0.5429,0.5872,0.9995
1700034E13Rik,1700034E13Rik,4.228,-0.2816,0.814,-0.346,0.7294,0.9995
1700034H15Rik,1700034H15Rik,1.7192,-0.485,1.2565,-0.3859,0.6995,0.9995
1700034P13Rik,1700034P13Rik,3.7815,0.4908,0.8367,0.5866,0.5575,0.9995
1700037C18Rik,1700037C18Rik,59.9975,0.1666,0.1817,0.917,0.3591,0.9995
1700037H04Rik,1700037H04Rik,1293.0827,0.0135,0.1235,0.1097,0.9127,0.9995
1700042O10Rik,1700042O10Rik,3.8895,0.5903,0.9368,0.6302,0.5286,0.9995
1700048M11Rik,1700048M11Rik,12.6734,0.1766,0.434,0.4068,0.6841,0.9995
1700048O20Rik,1700048O20Rik,1.0279,0.4177,1.5629,0.2673,0.7893,0.9995
1700049G17Rik,1700049G17Rik,255.0969,-0.0433,0.1572,-0.2752,0.7831,0.9995
1700052K11Rik,1700052K11Rik,239.0445,-0.0311,0.1247,-0.2493,0.8032,0.9995
1700056E22Rik,1700056E22Rik,24.3677,-0.1959,0.3503,-0.5593,0.5759,0.9995
1700061G19Rik,1700061G19Rik,11.661,0.1902,0.4701,0.4045,0.6858,0.9995
1700061I17Rik,1700061I17Rik,0.804,-1.1034,1.7133,-0.644,0.5195,0.9995
1700063D05Rik,1700063D05Rik,0.8013,0.3338,2.4076,0.1386,0.8897,0.9995
1700065J18Rik,1700065J18Rik,10.978,0.0665,0.4906,0.1355,0.8922,0.9995
1700066B19Rik,1700066B19Rik,1.8257,1.1614,1.2341,0.9411,0.3466,0.9995
1700066M21Rik,1700066M21Rik,606.8578,-0.1112,0.2079,-0.5348,0.5928,0.9995
1700067K01Rik,1700067K01Rik,16.8803,0.6484,0.4644,1.3963,0.1626,0.9995
1700071M16Rik,1700071M16Rik,1.6028,1.4157,1.2458,1.1363,0.2558,0.9995
1700084E18Rik,1700084E18Rik,5.1312,0.7855,0.7056,1.1132,0.2656,0.9995
1700086L19Rik,1700086L19Rik,1.0307,-0.8608,1.533,-0.5615,0.5744,0.9995
1700086O06Rik,1700086O06Rik,17.5952,0.4923,0.3824,1.2873,0.198,0.9995
1700088E04Rik,1700088E04Rik,38.3457,0.082,0.3259,0.2516,0.8013,0.9995
1700092C10Rik,1700092C10Rik,1.0334,-0.2186,1.5746,-0.1388,0.8896,0.9995
1700092M07Rik,1700092M07Rik,2.4042,1.0386,0.9809,1.0588,0.2897,0.9995
1700093K21Rik,1700093K21Rik,58.8499,-0.3146,0.3204,-0.9819,0.3261,0.9995
1700094D03Rik,1700094D03Rik,125.1228,-0.0105,0.2175,-0.0483,0.9615,0.9995
1700096K18Rik,1700096K18Rik,47.4403,-0.0884,0.2525,-0.3503,0.7261,0.9995
1700101E01Rik,1700101E01Rik,4.107,0.739,0.7731,0.9559,0.3391,0.9995
1700101I11Rik,1700101I11Rik,9.0223,0.2376,0.4679,0.5078,0.6116,0.9995
1700102H20Rik,1700102H20Rik,2.4008,0.0778,0.9569,0.0814,0.9352,0.9995
1700102P08Rik,1700102P08Rik,14.8353,0.5218,0.3995,1.3062,0.1915,0.9995
1700105P06Rik,1700105P06Rik,1.0314,-0.1981,1.393,-0.1422,0.8869,0.9995
1700108F19Rik,1700108F19Rik,8.8029,-0.0202,0.504,-0.0401,0.968,0.9995
1700109G14Rik,1700109G14Rik,0.4549,-0.4759,2.5082,-0.1898,0.8495,0.9995
1700109H08Rik,1700109H08Rik,15.997,0.2708,0.384,0.7051,0.4807,0.9995
1700109K24Rik,1700109K24Rik,79.2502,0.1778,0.2706,0.6572,0.511,0.9995
1700110C19Rik,1700110C19Rik,2.2772,1.1517,1.1077,1.0397,0.2985,0.9995
1700112E06Rik,1700112E06Rik,78.7435,0.0773,0.2265,0.3412,0.7329,0.9995
1700112H15Rik,1700112H15Rik,4.9143,0.4459,0.766,0.5821,0.5605,0.9995
1700112J16Rik,1700112J16Rik,3.5453,0.8358,0.8247,1.0135,0.3108,0.9995
1700113A16Rik,1700113A16Rik,619.1929,0.0828,0.1207,0.686,0.4927,0.9995
1700116B05Rik,1700116B05Rik,0.688,-0.7766,1.737,-0.4471,0.6548,0.9995
1700119H24Rik,1700119H24Rik,1.7156,0.5913,1.1244,0.5259,0.599,0.9995
1700120C14Rik,1700120C14Rik,3.4284,-1.0984,0.7947,-1.3821,0.1669,0.9995
1700120K04Rik,1700120K04Rik,21.0147,0.8825,0.3388,2.6044,0.0092,0.9995
1700123M08Rik,1700123M08Rik,43.6463,0.1963,0.2342,0.8382,0.4019,0.9995
1700123O20Rik,1700123O20Rik,1234.7928,0.1412,0.1373,1.0277,0.3041,0.9995
1700124L16Rik,1700124L16Rik,2.964,0.3823,0.9461,0.404,0.6862,0.9995
1700125H03Rik,1700125H03Rik,4.9116,-0.2823,0.6837,-0.4129,0.6797,0.9995
1810008I18Rik,1810008I18Rik,1.9381,0.7567,1.2544,0.6033,0.5463,0.9995
1810009A15Rik,1810009A15Rik,1.3652,1.4763,1.8689,0.7899,0.4296,0.9995
1810010H24Rik,1810010H24Rik,29.7235,-0.1636,0.281,-0.5824,0.5603,0.9995
1810011O10Rik,1810011O10Rik,175.0332,0.0404,0.1442,0.2801,0.7794,0.9995
1810012K16Rik,1810012K16Rik,1.0298,0.4006,1.8428,0.2174,0.8279,0.9995
1810013L24Rik,1810013L24Rik,2409.0626,0.0917,0.0842,1.0889,0.2762,0.9995
1810014B01Rik,1810014B01Rik,111.9312,0.2005,0.1689,1.1872,0.2352,0.9995
1810019D21Rik,1810019D21Rik,1.3697,-0.3914,1.4865,-0.2633,0.7923,0.9995
1810020O05Rik,1810020O05Rik,1.9429,0.1829,0.995,0.1838,0.8542,0.9995
1810021B22Rik,1810021B22Rik,53.3311,0.2517,0.2307,1.0909,0.2753,0.9995
1810022K09Rik,1810022K09Rik,971.3239,0.0518,0.0967,0.536,0.592,0.9995
1810024B03Rik,1810024B03Rik,13.917,0.3509,0.4403,0.7971,0.4254,0.9995
1810026B05Rik,1810026B05Rik,332.0868,-0.048,0.1065,-0.4505,0.6524,0.9995
1810026J23Rik,1810026J23Rik,3032.1279,0.1012,0.062,1.6323,0.1026,0.9995
1810030O07Rik,1810030O07Rik,2129.7311,-0.0492,0.0734,-0.6706,0.5024,0.9995
1810032O08Rik,1810032O08Rik,351.0377,0.1562,0.1853,0.8433,0.3991,0.9995
1810034E14Rik,1810034E14Rik,118.8447,0.1105,0.2486,0.4445,0.6566,0.9995
1810037I17Rik,1810037I17Rik,1538.0758,0.0311,0.0692,0.45,0.6527,0.9995
1810041H14Rik,1810041H14Rik,0.5694,0.2877,2.1109,0.1363,0.8916,0.9995
1810041L15Rik,1810041L15Rik,69.1582,-0.4184,0.4831,-0.8661,0.3864,0.9995
1810043G02Rik,1810043G02Rik,737.4795,-0.0014,0.0881,-0.0154,0.9877,0.9995
1810043H04Rik,1810043H04Rik,279.6009,0.2108,0.1194,1.7657,0.0774,0.9995
1810044D09Rik,1810044D09Rik,16.2202,0.1969,0.429,0.4591,0.6462,0.9995
1810046K07Rik,1810046K07Rik,0.7969,-0.7241,1.7289,-0.4189,0.6753,0.9995
1810053B23Rik,1810053B23Rik,1.9486,0.9666,1.1224,0.8612,0.3891,0.9995
1810055G02Rik,1810055G02Rik,2043.113,0.0164,0.0649,0.2526,0.8006,0.9995
1810058I24Rik,1810058I24Rik,2614.9107,0.0485,0.1209,0.4009,0.6885,0.9995
1810062G17Rik,1810062G17Rik,19.4193,0.2538,0.3205,0.7919,0.4284,0.9995
1810062O18Rik,1810062O18Rik,6.7325,0.4663,0.5674,0.8219,0.4112,0.9995
1810065E05Rik,1810065E05Rik,0.8045,-2.0646,1.8662,-1.1063,0.2686,0.9995
2010001A14Rik,2010001A14Rik,108.1449,0.0364,0.2121,0.1717,0.8636,0.9995
2010001E11Rik,2010001E11Rik,0.3453,-0.4801,2.6703,-0.1798,0.8573,0.9995
2010003K11Rik,2010003K11Rik,1.1414,-0.0596,1.5873,-0.0376,0.97,0.9995
2010005H15Rik,2010005H15Rik,3.7647,-0.1871,0.9566,-0.1956,0.845,0.9995
2010009K17Rik,2010009K17Rik,1.1465,0.6875,1.4127,0.4867,0.6265,0.9995
2010010A06Rik,2010010A06Rik,0.3429,0.9357,2.6527,0.3527,0.7243,0.9995
2010012O05Rik,2010012O05Rik,618.972,-0.0238,0.0709,-0.3358,0.737,0.9995
2010107E04Rik,2010107E04Rik,2028.0318,0.177,0.0582,3.0386,0.0024,0.9995
2010107G12Rik,2010107G12Rik,5.3814,-0.6928,0.6423,-1.0787,0.2807,0.9995
2010107G23Rik,2010107G23Rik,173.4157,0.0743,0.1586,0.4682,0.6396,0.9995
2010109I03Rik,2010109I03Rik,0.3435,0.9378,2.6523,0.3536,0.7237,0.9995
2010111I01Rik,2010111I01Rik,4292.1089,0.129,0.1086,1.1877,0.2349,0.9995
2010204K13Rik,2010204K13Rik,55.1813,0.0296,0.1969,0.1502,0.8806,0.9995
2010308F09Rik,2010308F09Rik,0.344,-0.475,2.671,-0.1778,0.8589,0.9995
2010310C07Rik,2010310C07Rik,1.6026,0.4126,1.1675,0.3534,0.7238,0.9995
2010315B03Rik,2010315B03Rik,210.4487,0.0995,0.2288,0.4346,0.6638,0.9995
2010320M18Rik,2010320M18Rik,117.7809,-0.0241,0.1752,-0.1373,0.8908,0.9995
2200002D01Rik,2200002D01Rik,300.6275,0.2417,0.122,1.9809,0.0476,0.9995
2210010C04Rik,2210010C04Rik,24.4528,-0.1438,0.3688,-0.39,0.6965,0.9995
2210011C24Rik,2210011C24Rik,70.0281,0.0239,0.32,0.0747,0.9405,0.9995
2210013O21Rik,2210013O21Rik,1076.3037,0.145,0.0783,1.8526,0.0639,0.9995
2210015D19Rik,2210015D19Rik,359.6523,0.1483,0.1034,1.4348,0.1513,0.9995
2210016F16Rik,2210016F16Rik,119.8968,0.0526,0.1338,0.3932,0.6941,0.9995
2210016L21Rik,2210016L21Rik,1027.2004,0.1073,0.0912,1.1762,0.2395,0.9995
2210018M11Rik,2210018M11Rik,665.6403,-0.0939,0.1691,-0.5553,0.5787,0.9995
2210039B01Rik,2210039B01Rik,0.3448,-0.4801,2.6714,-0.1797,0.8574,0.9995
2210404O09Rik,2210404O09Rik,61.7186,-0.0542,0.1998,-0.2713,0.7862,0.9995
2210406O10Rik,2210406O10Rik,4.6864,-0.2941,0.7527,-0.3908,0.696,0.9995
2210408F21Rik,2210408F21Rik,78.5203,-0.1393,0.2453,-0.5679,0.5701,0.9995
2210408I21Rik,2210408I21Rik,153.2327,-0.0224,0.153,-0.1463,0.8837,0.9995
2210409D07Rik,2210409D07Rik,6.1828,0.1563,0.8203,0.1906,0.8489,0.9995
2210409E12Rik,2210409E12Rik,0.3415,-0.4733,2.6754,-0.1769,0.8596,0.9995
2210416O15Rik,2210416O15Rik,16.5629,0.6317,0.4049,1.56,0.1188,0.9995
2300005B03Rik,2300005B03Rik,0.3442,-0.476,2.6709,-0.1782,0.8586,0.9995
2300009A05Rik,2300009A05Rik,119.7557,0.0636,0.2312,0.275,0.7834,0.9995
2310001H17Rik,2310001H17Rik,59.9648,0.1936,0.1944,0.9961,0.3192,0.9995
2310001K24Rik,2310001K24Rik,0.4585,0.219,2.1462,0.102,0.9187,0.9995
2310002F09Rik,2310002F09Rik,14.75,-0.4872,0.4236,-1.15,0.2502,0.9995
2310002L09Rik,2310002L09Rik,33.5201,0.4902,0.617,0.7945,0.4269,0.9995
2310007B03Rik,2310007B03Rik,2.3955,0.7382,0.9898,0.7458,0.4558,0.9995
2310008N11Rik,2310008N11Rik,1.0293,1.0916,1.5507,0.7039,0.4815,0.9995
2310009A05Rik,2310009A05Rik,217.4198,0.0483,0.1832,0.2638,0.7919,0.9995
2310009B15Rik,2310009B15Rik,365.6761,0.0924,0.1026,0.9012,0.3675,0.9995
2310010G23Rik,2310010G23Rik,34.5055,0.2292,0.2399,0.9557,0.3392,0.9995
2310010J17Rik,2310010J17Rik,27.5408,0.0853,0.2664,0.3203,0.7487,0.9995
2310011J03Rik,2310011J03Rik,1497.8794,0.1185,0.0955,1.241,0.2146,0.9995
2310015A10Rik,2310015A10Rik,289.0034,0.0877,0.112,0.7828,0.4337,0.9995
2310020H05Rik,2310020H05Rik,12.8156,-0.289,0.4393,-0.6579,0.5106,0.9995
2310022A10Rik,2310022A10Rik,1110.5612,0.0242,0.1202,0.2016,0.8402,0.9995
2310022B05Rik,2310022B05Rik,8126.1831,0.0075,0.1039,0.0719,0.9427,0.9995
2310030G06Rik,2310030G06Rik,155.2825,0.0602,0.1315,0.4576,0.6473,0.9995
2310033P09Rik,2310033P09Rik,275.5861,0.1244,0.1219,1.0199,0.3078,0.9995
2310034G01Rik,2310034G01Rik,8.6854,-0.5802,0.513,-1.131,0.258,0.9995
2310034O05Rik,2310034O05Rik,1.5962,-0.4645,1.1173,-0.4157,0.6776,0.9995
2310035C23Rik,2310035C23Rik,1549.0815,-0.1672,0.1232,-1.3568,0.1749,0.9995
2310036O22Rik,2310036O22Rik,5807.1338,0.1002,0.1038,0.9655,0.3343,0.9995
2310039H08Rik,2310039H08Rik,137.1206,0.0417,0.1644,0.2536,0.7998,0.9995
2310039L15Rik,2310039L15Rik,8.6852,0.5809,0.5551,1.0465,0.2953,0.9995
2310040G24Rik,2310040G24Rik,5.3628,0.9176,0.6373,1.4399,0.1499,0.9995
2310043L19Rik,2310043L19Rik,48.1369,0.1747,0.303,0.5767,0.5642,0.9995
2310045N01Rik,2310045N01Rik,880.4926,0.0938,0.1757,0.5339,0.5934,0.9995
