feature,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Adam8,Adam8,276.5802,-0.1903,0.2562,-0.7427,0.4577,0.9137
Adam9,Adam9,7460.2069,0.1136,0.1307,0.869,0.3849,0.8941
Adamts1,Adamts1,1594.0689,0.0118,0.1267,0.0934,0.9256,0.9905
Adamts10,Adamts10,560.7783,-0.321,0.2269,-1.4148,0.1571,0.8015
Adamts12,Adamts12,754.6803,-0.7126,0.3659,-1.9478,0.0514,0.7364
Adamts13,Adamts13,0.6159,-0.2868,2.474,-0.1159,0.9077,0.987
Adamts14,Adamts14,2408.6002,-0.0927,0.1514,-0.6127,0.5401,0.9281
Adamts15,Adamts15,58.7237,0.5963,0.3865,1.5428,0.1229,0.7753
Adamts16,Adamts16,981.9864,-0.9531,0.4833,-1.9721,0.0486,0.7364
Adamts17,Adamts17,10.4182,-0.5858,0.6315,-0.9276,0.3536,0.8843
Adamts2,Adamts2,4661.3969,-0.061,0.0941,-0.6476,0.5172,0.9212
Adamts20,Adamts20,0.8366,1.1601,1.6426,0.7062,0.48,0.9168
Adamts3,Adamts3,147.6429,-0.3701,0.1841,-2.01,0.0444,0.7364
Adamts4,Adamts4,3857.7596,0.1168,0.0578,2.0194,0.0435,0.7364
Adamts5,Adamts5,2941.2041,0.2685,0.1702,1.5776,0.1147,0.7749
Adamts6,Adamts6,973.1882,-0.2889,0.2117,-1.3647,0.1724,0.8069
Adamts7,Adamts7,5914.27,0.4474,0.1578,2.8341,0.0046,0.732
Adamts8,Adamts8,5.2583,0.2713,0.6733,0.403,0.687,0.9623
Adamts9,Adamts9,30.743,-0.5189,0.337,-1.5399,0.1236,0.7753
Adamtsl1,Adamtsl1,329.2712,0.0021,0.1051,0.0198,0.9842,1
Adamtsl2,Adamtsl2,352.7751,-0.7793,0.7954,-0.9798,0.3272,0.8756
Adamtsl3,Adamtsl3,1678.2818,-0.5022,0.2078,-2.4168,0.0157,0.732
Adamtsl4,Adamtsl4,925.8453,-0.2187,0.14,-1.562,0.1183,0.7753
Adamtsl5,Adamtsl5,2081.1201,0.3468,0.1181,2.9357,0.0033,0.732
Adap1,Adap1,3.2154,0.1887,1.2908,0.1462,0.8838,0.9825
Adap2,Adap2,5.6704,0.2595,0.712,0.3644,0.7155,0.9662
Adar,Adar,1787.3321,0.1303,0.1314,0.9912,0.3216,0.873
Adarb1,Adarb1,2420.5887,-0.2351,0.0753,-3.1241,0.0018,0.6631
Adat1,Adat1,204.7744,0.0074,0.1477,0.0501,0.9601,0.9969
Adat2,Adat2,263.9931,0.1084,0.1175,0.9227,0.3562,0.8853
Adat3,Adat3,127.4083,-0.0745,0.1317,-0.5659,0.5715,0.9321
Adck1,Adck1,2096.9326,0.3948,0.2596,1.5212,0.1282,0.7758
Adck2,Adck2,488.543,0.1241,0.1275,0.9733,0.3304,0.8768
Adck3,Adck3,1299.4112,-0.2342,0.2785,-0.8411,0.4003,0.9014
Adck4,Adck4,691.4252,0.0931,0.0879,1.0592,0.2895,0.8606
Adck5,Adck5,935.0402,0.1992,0.1348,1.4775,0.1395,0.7903
Adcy1,Adcy1,7.5465,-0.4917,0.6543,-0.7515,0.4523,0.9121
Adcy10,Adcy10,1.2671,-0.9769,1.7285,-0.5652,0.572,0.9323
Adcy3,Adcy3,765.2338,0.0909,0.0944,0.9626,0.3358,0.8778
Adcy4,Adcy4,12.4285,0.8739,0.5787,1.5101,0.131,0.7771
Adcy5,Adcy5,2.8182,-0.2007,0.8821,-0.2275,0.82,0.9758
Adcy6,Adcy6,4545.6742,0.074,0.0931,0.7949,0.4267,0.907
Adcy7,Adcy7,14559.0267,-0.4258,0.2312,-1.8417,0.0655,0.7457
Adcy8,Adcy8,7.3163,-0.671,0.5389,-1.245,0.2131,0.8265
Adcy9,Adcy9,908.5245,0.1303,0.081,1.609,0.1076,0.7718
Adcyap1r1,Adcyap1r1,6.0762,0.3697,0.5453,0.678,0.4978,0.9181
Add1,Add1,9915.8199,0.0427,0.0753,0.567,0.5707,0.9319
Add2,Add2,63.7457,0.093,0.2509,0.3707,0.7109,0.9662
Add3,Add3,708.7407,0.2728,0.134,2.0357,0.0418,0.732
Adgb,Adgb,1.9952,0.5555,1.1118,0.4996,0.6174,0.9428
Adgra1,Adgra1,8.2209,-0.7655,0.6153,-1.244,0.2135,0.8265
Adgra2,Adgra2,2987.2561,-0.051,0.0809,-0.6306,0.5283,0.9237
Adgra3,Adgra3,3443.4639,0.149,0.1136,1.3124,0.1894,0.8161
Adgrb1,Adgrb1,0.5198,-0.0594,2.0354,-0.0292,0.9767,0.9992
Adgrb2,Adgrb2,7.8566,-0.6589,0.5642,-1.1677,0.2429,0.8407
Adgrd1,Adgrd1,25.0891,1.2518,0.3909,3.2023,0.0014,0.6164
Adgre5,Adgre5,8895.6739,-0.1142,0.1771,-0.6448,0.519,0.9219
Adgrf1,Adgrf1,0.5276,-0.5004,1.7514,-0.2857,0.7751,0.97
Adgrf2,Adgrf2,1.4725,-0.5547,1.2671,-0.4378,0.6615,0.955
Adgrf3,Adgrf3,12.8992,-0.1856,0.461,-0.4027,0.6871,0.9623
Adgrf4,Adgrf4,23.2756,-0.2737,0.3317,-0.8252,0.4092,0.9033
Adgrf5,Adgrf5,39.0829,-0.511,0.4848,-1.0539,0.2919,0.8606
Adgrg1,Adgrg1,769.6485,-0.4149,0.2974,-1.3949,0.163,0.8037
Adgrg2,Adgrg2,248.079,0.0697,0.1865,0.3737,0.7086,0.9661
Adgrg3,Adgrg3,628.7017,-0.0803,0.1997,-0.402,0.6877,0.9623
Adgrg5,Adgrg5,6.8122,-0.6943,0.5211,-1.3325,0.1827,0.8131
Adgrg6,Adgrg6,1724.6628,-0.2253,0.2231,-1.0098,0.3126,0.8685
Adgrl1,Adgrl1,3784.0545,-0.2436,0.1404,-1.7351,0.0827,0.7572
Adgrl2,Adgrl2,3170.0711,0.1253,0.1637,0.7655,0.444,0.9118
Adgrl3,Adgrl3,568.2557,-0.4947,0.3471,-1.425,0.1541,0.7999
Adgrl4,Adgrl4,64.2587,-0.5937,0.3068,-1.9353,0.053,0.7364
Adgrv1,Adgrv1,1.881,-0.2495,1.1349,-0.2198,0.826,0.9766
Adh1,Adh1,112.1277,0.5455,0.2158,2.5283,0.0115,0.732
Adh5,Adh5,4055.6895,0.1189,0.107,1.1109,0.2666,0.8551
Adh7,Adh7,693.9209,0.3868,0.2024,1.911,0.056,0.7377
Adhfe1,Adhfe1,21.132,0.6148,0.3725,1.6503,0.0989,0.7669
Adi1,Adi1,1000.8231,0.2588,0.15,1.7251,0.0845,0.7604
Adipoq,Adipoq,1.0437,0.0025,1.6051,0.0016,0.9987,1
Adipor1,Adipor1,7093.8292,0.1683,0.0857,1.963,0.0497,0.7364
Adipor2,Adipor2,3678.2722,0.1827,0.118,1.5489,0.1214,0.7753
Adk,Adk,2570.7072,-0.1205,0.0764,-1.578,0.1146,0.7749
Adm,Adm,505.16,1.2315,0.7327,1.6808,0.0928,0.7643
Adm2,Adm2,123.0258,1.4276,0.6336,2.2531,0.0243,0.732
Adnp,Adnp,48.2066,-0.0496,0.2449,-0.2025,0.8395,0.9775
Adnp2,Adnp2,1414.9021,0.0657,0.0624,1.0522,0.2927,0.8606
Ado,Ado,2586.8998,-0.0487,0.0503,-0.9685,0.3328,0.8778
Adora1,Adora1,101.9288,-0.5018,0.4116,-1.2192,0.2228,0.8307
Adora2a,Adora2a,46.0093,-0.1866,0.361,-0.5168,0.6053,0.941
Adora2b,Adora2b,553.384,0.8347,0.3617,2.3079,0.021,0.732
Adpgk,Adpgk,1604.5408,0.1538,0.1699,0.9057,0.3651,0.8886
Adprh,Adprh,4519.1536,0.0844,0.0845,0.9982,0.3182,0.8703
Adprhl1,Adprhl1,210.3786,-0.1633,0.3138,-0.5204,0.6028,0.941
Adprhl2,Adprhl2,798.6576,0.0325,0.0964,0.3366,0.7364,0.9694
Adprm,Adprm,653.4837,0.0762,0.125,0.61,0.5418,0.9283
Adra1b,Adra1b,66.5249,0.1139,0.2673,0.4263,0.6699,0.9578
Adra1d,Adra1d,166.8171,-0.4784,0.2726,-1.7548,0.0793,0.7572
Adra2a,Adra2a,2.7012,-0.3203,1.1469,-0.2793,0.78,0.97
Adrb1,Adrb1,12.16,0.2859,0.4303,0.6645,0.5064,0.9188
Adrb2,Adrb2,589.4575,-0.2974,0.221,-1.3456,0.1784,0.8123
Adrbk1,Adrbk1,3280.1348,0.0658,0.0988,0.6662,0.5053,0.9188
Adrm1,Adrm1,3860.5852,0.0208,0.0882,0.2364,0.8131,0.9744
Adsl,Adsl,2693.9109,0.0065,0.0784,0.083,0.9339,0.9923
Adss,Adss,2903.4722,-0.1359,0.0838,-1.6205,0.1051,0.7696
Adssl1,Adssl1,3265.4332,-0.0723,0.1819,-0.3976,0.6909,0.9623
Adtrp,Adtrp,0.5276,-0.5004,1.7514,-0.2857,0.7751,0.97
Aebp1,Aebp1,44263.2438,0.2832,0.1558,1.8172,0.0692,0.7507
Aebp2,Aebp2,3663.9321,-0.1785,0.1259,-1.4176,0.1563,0.8015
Aen,Aen,1745.9443,0.0326,0.11,0.2962,0.767,0.97
Aes,Aes,11268.6915,0.0933,0.082,1.1385,0.2549,0.8459
AF357399,AF357399,14.2831,-0.1826,0.5486,-0.3328,0.7393,0.9694
AF529169,AF529169,0.9318,-1.4717,1.8328,-0.803,0.422,0.906
Afap1,Afap1,3530.931,-0.0144,0.0759,-0.1895,0.8497,0.9781
Afap1l1,Afap1l1,935.7508,-0.5152,0.3838,-1.3421,0.1796,0.8123
Afap1l2,Afap1l2,1727.3855,-0.0755,0.0964,-0.7824,0.434,0.9089
Aff1,Aff1,2744.2633,0.0216,0.0794,0.2721,0.7856,0.97
Aff2,Aff2,1.0571,-1.1545,1.7519,-0.659,0.5099,0.9195
Aff3,Aff3,104.0106,-0.9046,0.3222,-2.8073,0.005,0.732
Aff4,Aff4,5972.2134,-0.0766,0.2051,-0.3738,0.7086,0.9661
Afg3l1,Afg3l1,2498.585,0.1143,0.0875,1.3063,0.1915,0.8163
Afg3l2,Afg3l2,3965.8411,0.3174,0.2065,1.5369,0.1243,0.7753
Afmid,Afmid,245.8652,-0.0711,0.1408,-0.505,0.6136,0.9425
Afp,Afp,1.3629,0.4398,1.2848,0.3423,0.7321,0.9694
Aftph,Aftph,1342.9821,-0.0246,0.1475,-0.1667,0.8676,0.9818
Aga,Aga,2293.024,0.2733,0.1476,1.852,0.064,0.7457
Agap1,Agap1,2729.5698,0.106,0.1568,0.6762,0.4989,0.9181
Agap2,Agap2,73.2206,-0.3473,0.2718,-1.2777,0.2014,0.8261
Agap3,Agap3,3136.9525,0.1181,0.0981,1.2049,0.2282,0.8326
Agbl2,Agbl2,1.3742,-1.6629,1.5163,-1.0967,0.2728,0.8588
Agbl3,Agbl3,128.6398,-0.1328,0.1479,-0.8976,0.3694,0.8925
Agbl5,Agbl5,205.9432,0.0268,0.1298,0.2064,0.8364,0.9774
Ager,Ager,12.3587,-0.2257,0.393,-0.5743,0.5658,0.9302
Agfg1,Agfg1,2003.5142,0.0277,0.0973,0.2849,0.7757,0.97
Agfg2,Agfg2,605.2443,-0.0733,0.0818,-0.8957,0.3704,0.8928
Aggf1,Aggf1,2063.8868,-0.136,0.1191,-1.1416,0.2536,0.8453
Agk,Agk,752.0977,0.0224,0.1288,0.1741,0.8618,0.9805
Agl,Agl,4035.7969,-0.0557,0.1391,-0.4002,0.689,0.9623
Agmat,Agmat,53.5383,-0.0936,0.2911,-0.3215,0.7478,0.9694
Agmo,Agmo,1.8739,-0.7377,1.0647,-0.6929,0.4884,0.9173
Ago1,Ago1,2382.7716,0.0862,0.0862,0.9995,0.3176,0.8702
Ago2,Ago2,2456.6871,-0.0956,0.1724,-0.5543,0.5793,0.935
Ago3,Ago3,204.4303,-0.1869,0.2736,-0.683,0.4946,0.9181
Ago4,Ago4,182.7795,-0.1434,0.1441,-0.9953,0.3196,0.8709
Agpat1,Agpat1,2769.9893,0.2013,0.1057,1.9041,0.0569,0.7377
Agpat2,Agpat2,951.3473,0.263,0.1497,1.7561,0.0791,0.7572
Agpat3,Agpat3,5311.7837,0.181,0.0683,2.6485,0.0081,0.732
Agpat4,Agpat4,1385.1196,0.0894,0.0902,0.9912,0.3216,0.873
Agpat5,Agpat5,1620.4927,0.0221,0.0567,0.3908,0.696,0.9626
Agpat6,Agpat6,4661.7239,0.1176,0.0715,1.6453,0.0999,0.7669
Agpat9,Agpat9,264.8946,0.5212,0.3237,1.6102,0.1074,0.7715
Agps,Agps,2706.2727,-0.2504,0.2295,-1.0911,0.2752,0.8588
Agrn,Agrn,2717.1161,0.0094,0.1177,0.08,0.9363,0.9923
Agrp,Agrp,8.6962,0.4011,0.4727,0.8487,0.3961,0.8991
Agt,Agt,2.1881,-0.4611,0.9748,-0.4731,0.6362,0.9487
Agtpbp1,Agtpbp1,1222.9913,-0.1411,0.1793,-0.7872,0.4312,0.9081
Agtr1a,Agtr1a,0.5227,1.3644,1.9893,0.6859,0.4928,0.9181
Agtrap,Agtrap,1097.3609,0.3321,0.1567,2.1199,0.034,0.732
Agxt,Agxt,0.9412,-1.5614,1.4688,-1.063,0.2878,0.8606
Agxt2,Agxt2,1.561,-0.5218,1.1048,-0.4723,0.6367,0.9487
Ahctf1,Ahctf1,2539.2647,-0.174,0.1778,-0.9787,0.3277,0.8756
Ahcy,Ahcy,1851.6962,-0.1106,0.1269,-0.8714,0.3835,0.8935
Ahcyl1,Ahcyl1,8495.3504,-0.1371,0.0742,-1.8473,0.0647,0.7457
Ahcyl2,Ahcyl2,1158.0062,0.0199,0.082,0.2428,0.8082,0.9732
Ahdc1,Ahdc1,2236.7311,-0.203,0.1511,-1.343,0.1793,0.8123
Ahi1,Ahi1,765.2793,-0.1686,0.0772,-2.183,0.029,0.732
Ahnak,Ahnak,25539.8696,-0.1122,0.1375,-0.816,0.4145,0.9033
Ahr,Ahr,1570.0088,-0.0511,0.1666,-0.3066,0.7592,0.9694
Ahrr,Ahrr,294.3775,0.3484,0.242,1.4393,0.1501,0.7968
Ahsa1,Ahsa1,6271.0622,0.0954,0.1211,0.7879,0.4307,0.9081
Ahsa2,Ahsa2,1793.2168,-0.2417,0.1844,-1.3107,0.19,0.8161
Ahsg,Ahsg,4.5081,0.499,0.7845,0.6361,0.5247,0.9223
AI115009,AI115009,0.5282,-2.5789,2.2194,-1.1619,0.2453,0.8421
AI182371,AI182371,2.308,0.2002,0.9718,0.2061,0.8368,0.9774
AI197445,AI197445,6.5007,-0.171,0.5301,-0.3226,0.747,0.9694
AI314180,AI314180,3921.5718,-0.0333,0.1327,-0.2513,0.8015,0.9719
AI317395,AI317395,6.9095,0.7379,0.5368,1.3746,0.1693,0.8052
AI413582,AI413582,399.3065,0.7614,0.3532,2.1556,0.0311,0.732
AI414108,AI414108,10.1297,-0.5167,0.4426,-1.1674,0.2431,0.8408
AI429214,AI429214,229.0778,0.2182,0.158,1.381,0.1673,0.8045
AI450353,AI450353,29.7591,-0.1167,0.3306,-0.3531,0.724,0.9689
AI464131,AI464131,2069.5654,-0.1588,0.209,-0.7599,0.4473,0.912
AI467606,AI467606,1617.5263,0.0914,0.1006,0.9088,0.3634,0.8873
AI504432,AI504432,8.6968,0.295,0.4865,0.6063,0.5443,0.9284
AI506816,AI506816,523.7772,-0.2272,0.2543,-0.8932,0.3717,0.893
AI597479,AI597479,2088.9153,-0.05,0.0847,-0.5906,0.5548,0.929
AI607873,AI607873,42.7302,0.9287,0.5068,1.8325,0.0669,0.7457
AI661453,AI661453,21.6556,-0.33,0.3003,-1.0986,0.2719,0.8588
AI662270,AI662270,26.4848,0.1114,0.2915,0.3822,0.7023,0.9637
AI837181,AI837181,2325.3389,0.0803,0.1004,0.8,0.4237,0.906
AI839979,AI839979,107.4496,-0.0236,0.2064,-0.1143,0.909,0.987
AI846148,AI846148,1024.652,-0.0735,0.0732,-1.0043,0.3152,0.8693
AI847159,AI847159,0.7307,-1.0267,1.6787,-0.6116,0.5408,0.9281
AI854703,AI854703,1.0503,1.0661,1.5186,0.702,0.4827,0.9168
AI987944,AI987944,215.8993,-0.0555,0.2699,-0.2057,0.837,0.9774
Aicda,Aicda,7.5286,1.181,0.8665,1.363,0.1729,0.807
Aida,Aida,3547.8151,-0.2109,0.132,-1.5973,0.1102,0.7736
Aif1,Aif1,4.0705,-0.0822,0.7176,-0.1146,0.9088,0.987
Aif1l,Aif1l,8609.7157,-0.0734,0.1389,-0.5288,0.5969,0.9393
Aifm1,Aifm1,2353.7586,-0.0758,0.0862,-0.8795,0.3791,0.8935
Aifm2,Aifm2,1074.4273,0.2495,0.1327,1.8797,0.0602,0.7456
Aifm3,Aifm3,0.7309,-0.1679,1.9068,-0.088,0.9298,0.9917
Aig1,Aig1,394.7576,0.9746,0.419,2.3261,0.02,0.732
Aim1,Aim1,1310.9331,-0.4048,0.1502,-2.6956,0.007,0.732
Aim1l,Aim1l,68.35,0.1165,0.1918,0.6075,0.5435,0.9283
Aim2,Aim2,63.1061,-0.4965,0.4627,-1.073,0.2833,0.8606
Aimp1,Aimp1,2470.5497,-0.0063,0.0584,-0.1075,0.9144,0.9874
Aimp2,Aimp2,1579.0462,-0.048,0.0804,-0.5971,0.5504,0.929
Aip,Aip,3498.9437,0.0918,0.0949,0.967,0.3335,0.8778
Aipl1,Aipl1,8.2975,-0.0158,0.6014,-0.0263,0.979,0.9999
Aire,Aire,8.2611,-1.0999,0.5096,-2.1585,0.0309,0.732
Airn,Airn,43.6981,0.1081,0.2746,0.3937,0.6938,0.9623
Ajuba,Ajuba,3145.2901,-0.2946,0.185,-1.5921,0.1114,0.7736
AK010878,AK010878,111.1433,0.086,0.1511,0.5695,0.569,0.9313
Ak1,Ak1,7120.9638,-0.0212,0.0833,-0.2548,0.7989,0.9719
Ak2,Ak2,2638.8115,-0.0715,0.074,-0.9664,0.3338,0.8778
Ak3,Ak3,3716.3427,-0.0989,0.0687,-1.4395,0.15,0.7968
Ak4,Ak4,1147.4689,0.788,0.3728,2.1139,0.0345,0.732
Ak5,Ak5,83.7365,0.0674,0.166,0.4063,0.6845,0.9623
Ak6,Ak6,678.0287,-0.0299,0.1351,-0.2216,0.8247,0.9766
Ak8,Ak8,4.3963,-0.1501,0.6413,-0.234,0.815,0.9748
Akap1,Akap1,2740.917,0.1478,0.1415,1.0445,0.2962,0.8607
Akap10,Akap10,869.7702,0.0052,0.0997,0.0526,0.9581,0.9963
Akap11,Akap11,2288.1607,-0.1894,0.2657,-0.7127,0.476,0.9168
Akap12,Akap12,971.3469,-0.3362,0.2231,-1.5067,0.1319,0.7771
Akap13,Akap13,4359.5082,-0.0731,0.1407,-0.5196,0.6033,0.941
Akap14,Akap14,0.5243,0.0885,2.433,0.0364,0.971,0.999
Akap17b,Akap17b,204.4645,-0.0557,0.2652,-0.2099,0.8338,0.9774
Akap5,Akap5,6.3873,0.0494,0.574,0.086,0.9314,0.9921
Akap6,Akap6,2006.8159,-0.1299,0.3184,-0.408,0.6833,0.9622
Akap7,Akap7,707.7775,0.3371,0.2382,1.4151,0.1571,0.8015
Akap8,Akap8,2601.5556,-0.0654,0.0755,-0.8667,0.3861,0.8952
Akap8l,Akap8l,977.5125,0.0382,0.1081,0.3536,0.7237,0.9688
Akap9,Akap9,565.5091,0.093,0.1814,0.5125,0.6083,0.9415
Akip1,Akip1,142.4526,-0.127,0.1511,-0.8404,0.4007,0.9017
Akirin1,Akirin1,4776.8509,-0.0638,0.0828,-0.7711,0.4407,0.9112
Akirin2,Akirin2,2901.2006,0.0215,0.0665,0.323,0.7467,0.9694
Akna,Akna,302.1467,0.6242,0.3147,1.9832,0.0473,0.7364
Aknad1,Aknad1,29.3023,-0.2139,0.3543,-0.6037,0.546,0.9289
Akp3,Akp3,0.9345,-0.7152,1.8571,-0.3851,0.7002,0.9635
Akr1a1,Akr1a1,20394.4769,0.029,0.0842,0.3442,0.7307,0.9694
Akr1b10,Akr1b10,777.2551,-0.0179,0.0975,-0.1835,0.8544,0.9794
Akr1b7,Akr1b7,15.075,0.4994,0.435,1.1481,0.2509,0.8443
Akr1b8,Akr1b8,4900.5997,-0.0936,0.1136,-0.8242,0.4098,0.9033
Akr1c12,Akr1c12,48.3491,-0.187,0.3076,-0.6079,0.5432,0.9283
Akr1c13,Akr1c13,309.2115,0.1221,0.1895,0.6447,0.5191,0.9219
Akr1c14,Akr1c14,263.6106,0.127,0.3577,0.3551,0.7225,0.9684
Akr1c21,Akr1c21,0.4193,0.7875,2.4792,0.3176,0.7508,0.9694
Akr1cl,Akr1cl,1.3632,-0.1026,1.3564,-0.0757,0.9397,0.9923
Akr1e1,Akr1e1,358.5229,-0.078,0.1388,-0.5618,0.5742,0.9328
Akr7a5,Akr7a5,968.8177,0.2354,0.1425,1.652,0.0985,0.7669
Akt1,Akt1,12639.6885,-0.0025,0.0758,-0.0334,0.9733,0.999
Akt1s1,Akt1s1,2339.38,0.1544,0.1022,1.511,0.1308,0.7771
Akt2,Akt2,6895.3447,-0.0462,0.0935,-0.4943,0.6211,0.9436
Akt3,Akt3,1859.6076,-0.1538,0.144,-1.0681,0.2855,0.8606
Aktip,Aktip,2735.3422,0.0588,0.078,0.7543,0.4507,0.9121
Alad,Alad,1632.7632,0.0322,0.105,0.3065,0.7592,0.9694
Alas1,Alas1,2163.5834,-0.0195,0.0983,-0.1987,0.8425,0.9775
Alas2,Alas2,6.4861,0.4632,0.5504,0.8416,0.4,0.9013
Alb,Alb,36.8319,-0.0001,0.2569,-0.0003,0.9998,1
Alcam,Alcam,691.0165,-0.1477,0.189,-0.7818,0.4343,0.9089
Aldh16a1,Aldh16a1,760.9577,0.153,0.1151,1.3288,0.1839,0.8137
Aldh18a1,Aldh18a1,4361.8472,0.2127,0.1048,2.0293,0.0424,0.7364
Aldh1a1,Aldh1a1,7.7565,0.0099,0.6761,0.0146,0.9884,1
Aldh1a2,Aldh1a2,20.2782,-0.4315,0.512,-0.8427,0.3994,0.9011
Aldh1a3,Aldh1a3,118.7439,-0.6366,0.3168,-2.0097,0.0445,0.7364
Aldh1b1,Aldh1b1,0.6292,-0.4271,1.9607,-0.2178,0.8276,0.9767
Aldh1l1,Aldh1l1,60.3057,0.4593,0.4456,1.0307,0.3027,0.8619
Aldh1l2,Aldh1l2,2845.2166,0.9974,0.4323,2.3071,0.021,0.732
Aldh2,Aldh2,10688.1117,0.1849,0.1099,1.6825,0.0925,0.7643
Aldh3a1,Aldh3a1,1272.9001,0.636,0.2896,2.1961,0.0281,0.732
Aldh3a2,Aldh3a2,2575.1638,0.1346,0.1238,1.0873,0.2769,0.8588
Aldh3b1,Aldh3b1,2265.9454,0.1802,0.1512,1.1918,0.2333,0.8354
Aldh3b2,Aldh3b2,6.6027,-0.8715,0.6543,-1.3319,0.1829,0.8131
Aldh3b3,Aldh3b3,59.4444,-0.6448,0.5236,-1.2314,0.2182,0.8301
Aldh4a1,Aldh4a1,644.6994,-0.0581,0.1391,-0.4179,0.676,0.9598
Aldh5a1,Aldh5a1,198.5917,-0.142,0.1459,-0.973,0.3306,0.8768
Aldh6a1,Aldh6a1,821.052,0.0904,0.1601,0.5645,0.5724,0.9324
Aldh7a1,Aldh7a1,1156.3159,-0.0362,0.0855,-0.4232,0.6722,0.9583
Aldh8a1,Aldh8a1,1.1601,0.258,1.2478,0.2067,0.8362,0.9774
Aldh9a1,Aldh9a1,1863.3775,0.2032,0.1526,1.3319,0.1829,0.8131
Aldoa,Aldoa,57066.2368,0.2079,0.1081,1.9228,0.0545,0.7377
Aldoart1,Aldoart1,4.8306,0.7522,0.6772,1.1108,0.2667,0.8552
Aldoart2,Aldoart2,0.413,0.695,2.4257,0.2865,0.7745,0.97
Aldob,Aldob,1.8822,0.6211,1.0726,0.5791,0.5626,0.9294
Aldoc,Aldoc,530.6672,0.4916,0.317,1.5508,0.1209,0.7753
Alg1,Alg1,871.0612,0.3549,0.195,1.8198,0.0688,0.7507
Alg10b,Alg10b,1881.6352,-0.2872,0.2775,-1.0349,0.3007,0.8615
Alg11,Alg11,905.1915,0.1398,0.109,1.2829,0.1995,0.8249
Alg12,Alg12,641.6221,0.221,0.1006,2.1958,0.0281,0.732
Alg13,Alg13,439.5152,-0.2922,0.1948,-1.4999,0.1336,0.7815
Alg14,Alg14,769.0844,-0.1561,0.112,-1.3937,0.1634,0.8037
Alg2,Alg2,2352.3528,0.318,0.1186,2.6804,0.0074,0.732
Alg3,Alg3,681.3579,0.0805,0.0923,0.872,0.3832,0.8935
Alg5,Alg5,1739.2413,0.3044,0.1745,1.7444,0.0811,0.7572
Alg6,Alg6,566.2419,-0.1991,0.1602,-1.2427,0.214,0.8265
Alg8,Alg8,590.7713,-0.0713,0.0856,-0.8334,0.4046,0.9033
Alg9,Alg9,1290.3122,0.1023,0.0923,1.1078,0.2679,0.8566
Alk,Alk,0.4176,0.7829,2.4802,0.3157,0.7522,0.9694
Alkbh1,Alkbh1,844.7081,-0.057,0.099,-0.5756,0.5649,0.93
Alkbh2,Alkbh2,111.0787,0.236,0.2105,1.1213,0.2622,0.853
Alkbh3,Alkbh3,1323.1886,0.0282,0.0782,0.3603,0.7186,0.9672
Alkbh4,Alkbh4,231.9785,-0.0322,0.1514,-0.2125,0.8317,0.9774
Alkbh5,Alkbh5,8836.5953,0.3478,0.1856,1.8741,0.0609,0.7456
Alkbh6,Alkbh6,417.6631,0.1638,0.1321,1.2404,0.2148,0.8269
Alkbh7,Alkbh7,318.13,0.0459,0.0934,0.4918,0.6228,0.9443
Alkbh8,Alkbh8,207.5734,-0.1872,0.2474,-0.7569,0.4491,0.912
Alms1,Alms1,305.0829,-0.0371,0.2116,-0.1753,0.8608,0.9802
Alox12,Alox12,11.5076,-0.2842,0.4166,-0.6821,0.4952,0.9181
Alox12b,Alox12b,1.3653,0.5432,1.1613,0.4678,0.64,0.9495
Alox5,Alox5,6116.4121,0.2271,0.1179,1.9254,0.0542,0.7377
Alox5ap,Alox5ap,410.9416,0.0661,0.1293,0.511,0.6093,0.9416
Alox8,Alox8,2.3137,-0.1773,0.9222,-0.1922,0.8476,0.978
Aloxe3,Aloxe3,3.2322,0.1135,0.8024,0.1415,0.8875,0.9833
Alpi,Alpi,2.9418,0.6714,0.8157,0.8231,0.4104,0.9033
Alpk1,Alpk1,795.3702,-0.0649,0.1378,-0.4711,0.6376,0.9487
Alpk2,Alpk2,217.7962,-0.0492,0.1673,-0.2943,0.7685,0.97
Alpk3,Alpk3,757.9928,-0.2651,0.3193,-0.8303,0.4064,0.9033
Alpl,Alpl,4.691,0.6072,0.7323,0.8292,0.407,0.9033
Als2,Als2,1152.7341,-0.0931,0.1158,-0.8043,0.4212,0.9056
Als2cl,Als2cl,650.6004,-0.0891,0.1632,-0.5457,0.5852,0.9355
Als2cr12,Als2cr12,3.1485,-0.6846,0.8974,-0.7629,0.4455,0.912
Alx3,Alx3,0.3168,-0.6877,2.5719,-0.2674,0.7892,0.97
Alx4,Alx4,1.8789,-0.2301,0.9676,-0.2378,0.812,0.9742
Alyref,Alyref,1872.361,-0.2211,0.1259,-1.7566,0.079,0.7572
Alyref2,Alyref2,109.1695,0.1762,0.185,0.9524,0.3409,0.879
Amacr,Amacr,1792.3971,-0.1066,0.1462,-0.7292,0.4659,0.9163
Ambp,Ambp,1.1522,1.0489,1.4849,0.7064,0.48,0.9168
Ambra1,Ambra1,1972.7865,0.0126,0.0657,0.1917,0.848,0.978
Amdhd1,Amdhd1,11.4903,0.0053,0.4376,0.0122,0.9903,1
Amdhd2,Amdhd2,614.7375,0.3211,0.1358,2.3651,0.018,0.732
Amer1,Amer1,1044.2611,-0.3412,0.1828,-1.8668,0.0619,0.7456
