feature,symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Kif19a,Kif19a,67.9675,-0.3733,0.3285,-1.1362,0.2559,0.8472
Kif1a,Kif1a,148.9249,0.7326,0.4852,1.51,0.131,0.7771
Kif1b,Kif1b,6367.8718,-0.071,0.1799,-0.3947,0.6931,0.9623
Kif1bp,Kif1bp,2537.715,0.0757,0.0597,1.2692,0.2044,0.8262
Kif1c,Kif1c,10026.9244,0.0167,0.0571,0.293,0.7696,0.97
Kif20a,Kif20a,2282.0749,-0.8105,0.3602,-2.2503,0.0244,0.732
Kif20b,Kif20b,137.8242,-0.5996,0.3663,-1.637,0.1016,0.7679
Kif21a,Kif21a,807.0933,0.1435,0.2122,0.6764,0.4988,0.9181
Kif21b,Kif21b,1016.9518,0.4887,0.3088,1.5827,0.1135,0.7736
Kif22,Kif22,1104.042,-0.6903,0.3254,-2.1216,0.0339,0.732
Kif23,Kif23,1211.6107,-0.9275,0.4848,-1.9132,0.0557,0.7377
Kif24,Kif24,525.6681,-0.5381,0.3365,-1.5988,0.1099,0.7736
Kif26a,Kif26a,34.3502,-0.7283,0.6712,-1.085,0.2779,0.8588
Kif26b,Kif26b,1162.1744,-0.2377,0.1909,-1.245,0.2131,0.8265
Kif27,Kif27,8.1686,0.2484,0.4763,0.5215,0.602,0.941
Kif2a,Kif2a,1490.4708,-0.161,0.1411,-1.1405,0.2541,0.8453
Kif2c,Kif2c,1237.7525,-0.7672,0.4103,-1.87,0.0615,0.7456
Kif3a,Kif3a,1496.5026,-0.0681,0.1898,-0.3591,0.7195,0.9673
Kif3b,Kif3b,2489.3934,-0.0149,0.0634,-0.2349,0.8143,0.9745
Kif3c,Kif3c,1812.8512,0.1661,0.1,1.66,0.0969,0.7669
Kif4,Kif4,867.1883,-0.9043,0.4014,-2.2527,0.0243,0.732
Kif5a,Kif5a,58.3904,0.0397,0.2594,0.1532,0.8783,0.982
Kif5b,Kif5b,4762.8484,-0.0433,0.2193,-0.1974,0.8435,0.9775
Kif5c,Kif5c,747.1438,-0.3479,0.2221,-1.5668,0.1172,0.7753
Kif6,Kif6,8.77,-0.4514,0.5291,-0.8531,0.3936,0.8986
Kif7,Kif7,436.4911,0.0362,0.0917,0.3946,0.6932,0.9623
Kif9,Kif9,82.586,0.1921,0.2261,0.8495,0.3956,0.8991
Kifap3,Kifap3,3990.9276,-0.0033,0.1309,-0.0249,0.9801,1
Kifc1,Kifc1,692.0413,-0.7732,0.3272,-2.3633,0.0181,0.732
Kifc2,Kifc2,78.2342,0.1106,0.2023,0.547,0.5844,0.9355
Kifc3,Kifc3,2993.2935,-0.2253,0.1705,-1.3216,0.1863,0.8161
Kifc5b,Kifc5b,442.3557,-0.742,0.3659,-2.0275,0.0426,0.7364
Kin,Kin,465.9253,-0.2155,0.1601,-1.346,0.1783,0.8123
Kirrel,Kirrel,8129.2034,0.0362,0.0855,0.423,0.6723,0.9583
Kirrel3,Kirrel3,237.4685,-0.7859,0.3098,-2.537,0.0112,0.732
Kiss1r,Kiss1r,43.7763,0.2567,0.2538,1.0114,0.3118,0.8682
Kitl,Kitl,1164.2445,0.818,0.292,2.8014,0.0051,0.732
Kiz,Kiz,862.5065,0.1145,0.0984,1.1632,0.2448,0.8421
Kl,Kl,0.7255,-0.5925,1.9657,-0.3014,0.7631,0.97
Klb,Klb,4.4848,-0.1223,0.6573,-0.186,0.8524,0.9789
Klc1,Klc1,7618.4843,-0.0406,0.1047,-0.3881,0.6979,0.9633
Klc2,Klc2,2050.4664,0.0729,0.0563,1.2955,0.1951,0.8204
Klc3,Klc3,124.1076,-0.0547,0.1663,-0.3286,0.7424,0.9694
Klc4,Klc4,808.6266,0.1208,0.0949,1.273,0.203,0.8262
Klf1,Klf1,3.7729,0.1293,0.7402,0.1746,0.8614,0.9803
Klf10,Klf10,2653.5139,-0.4476,0.2158,-2.0742,0.0381,0.732
Klf11,Klf11,929.2897,0.1774,0.1297,1.3677,0.1714,0.8066
Klf12,Klf12,36.7991,-0.0896,0.259,-0.3459,0.7294,0.9694
Klf13,Klf13,3292.7642,-0.1876,0.1386,-1.3538,0.1758,0.8104
Klf15,Klf15,61.6008,1.2021,0.6741,1.7834,0.0745,0.752
Klf16,Klf16,873.7825,-0.0227,0.0998,-0.2279,0.8197,0.9758
Klf2,Klf2,821.3728,0.4297,0.1929,2.2278,0.0259,0.732
Klf3,Klf3,1477.5008,-0.0309,0.1485,-0.2083,0.835,0.9774
Klf4,Klf4,2040.76,0.8073,0.3827,2.1094,0.0349,0.732
Klf5,Klf5,1217.6789,-0.2779,0.2288,-1.2143,0.2246,0.8313
Klf6,Klf6,5642.5317,0.1025,0.1513,0.6779,0.4978,0.9181
Klf7,Klf7,90.5266,-0.1311,0.2291,-0.572,0.5673,0.9312
Klf8,Klf8,8.3094,-0.5783,0.6228,-0.9285,0.3531,0.8839
Klf9,Klf9,967.8183,0.3866,0.2222,1.7395,0.0819,0.7572
Klhdc1,Klhdc1,315.4034,0.1503,0.1379,1.0904,0.2755,0.8588
Klhdc10,Klhdc10,4317.2152,-0.1725,0.1215,-1.4199,0.1556,0.8015
Klhdc2,Klhdc2,4716.8563,0.068,0.0857,0.7939,0.4273,0.907
Klhdc3,Klhdc3,2823.8897,0.0648,0.0637,1.0172,0.3091,0.8666
Klhdc4,Klhdc4,935.6936,-0.003,0.0838,-0.0362,0.9711,0.999
Klhdc7a,Klhdc7a,6.4712,-0.9037,0.6593,-1.3706,0.1705,0.8059
Klhdc8a,Klhdc8a,1404.9698,-0.2622,0.154,-1.7021,0.0887,0.764
Klhdc8b,Klhdc8b,221.6308,0.0482,0.1045,0.4613,0.6446,0.9518
Klhdc9,Klhdc9,233.4693,-0.0158,0.1331,-0.119,0.9053,0.9865
Klhl10,Klhl10,14.3298,-0.1911,0.4238,-0.4509,0.6521,0.9544
Klhl11,Klhl11,165.6136,-0.238,0.2053,-1.1592,0.2464,0.8423
Klhl12,Klhl12,1299.5318,-0.0212,0.0806,-0.2629,0.7926,0.9702
Klhl13,Klhl13,1011.152,-0.2752,0.2864,-0.9608,0.3366,0.8781
Klhl15,Klhl15,78.9815,-0.0122,0.1918,-0.0634,0.9495,0.9938
Klhl17,Klhl17,691.3922,0.1412,0.1136,1.2434,0.2137,0.8265
Klhl18,Klhl18,879.2175,-0.0073,0.0889,-0.0821,0.9345,0.9923
Klhl2,Klhl2,939.1218,0.0327,0.0624,0.5243,0.6001,0.9406
Klhl20,Klhl20,1708.6826,-0.0747,0.0596,-1.2534,0.2101,0.8265
Klhl21,Klhl21,3560.2058,0.2175,0.1565,1.3896,0.1647,0.8037
Klhl22,Klhl22,1164.6207,-0.0552,0.0927,-0.5949,0.5519,0.929
Klhl23,Klhl23,274.6509,-0.5109,0.2544,-2.008,0.0446,0.7364
Klhl24,Klhl24,2416.7351,0.2592,0.198,1.3093,0.1904,0.8161
Klhl25,Klhl25,982.6994,-0.007,0.1102,-0.064,0.949,0.9935
Klhl26,Klhl26,1856.576,-0.1039,0.086,-1.2079,0.2271,0.8325
Klhl28,Klhl28,126.7853,0.0306,0.2405,0.1273,0.8987,0.9855
Klhl29,Klhl29,2.3226,-0.2601,1.4049,-0.1851,0.8531,0.9789
Klhl3,Klhl3,1.899,-0.4046,1.2914,-0.3133,0.754,0.9694
Klhl30,Klhl30,4845.0391,0.1948,0.1917,1.0165,0.3094,0.8667
Klhl31,Klhl31,677.9639,-0.3638,0.3927,-0.9264,0.3542,0.8847
Klhl32,Klhl32,8.5904,-0.8845,0.5279,-1.6753,0.0939,0.7643
Klhl33,Klhl33,93.2104,-0.2046,0.2362,-0.8659,0.3865,0.8952
Klhl34,Klhl34,61.1155,-0.6725,0.4276,-1.5727,0.1158,0.7753
Klhl35,Klhl35,0.6272,1.6587,2.3807,0.6967,0.486,0.9168
Klhl36,Klhl36,105.4292,0.0789,0.178,0.4432,0.6576,0.9548
Klhl38,Klhl38,5.9721,0.4662,0.5464,0.8532,0.3935,0.8986
Klhl40,Klhl40,1019.9136,-0.0519,0.2435,-0.2131,0.8312,0.9774
Klhl41,Klhl41,10085.5966,-0.2038,0.257,-0.7931,0.4277,0.9071
Klhl42,Klhl42,981.87,-0.0408,0.076,-0.5373,0.5911,0.9377
Klhl5,Klhl5,2261.217,-0.067,0.082,-0.8169,0.414,0.9033
Klhl6,Klhl6,5.8839,-0.0736,0.6303,-0.1168,0.907,0.987
Klhl7,Klhl7,1490.7429,-0.077,0.1364,-0.5648,0.5722,0.9323
Klhl8,Klhl8,566.0274,0.0455,0.1018,0.4466,0.6552,0.9548
Klhl9,Klhl9,2690.2575,-0.1781,0.1987,-0.8963,0.3701,0.8925
Klk10,Klk10,38.9227,-0.1607,0.2877,-0.5585,0.5765,0.9341
Klk11,Klk11,10.7955,-0.0268,0.4264,-0.0628,0.9499,0.9939
Klk12,Klk12,0.3176,-0.6877,2.5704,-0.2675,0.789,0.97
Klk1b16,Klk1b16,1.0482,-0.4068,1.3499,-0.3013,0.7632,0.97
Klk1b22,Klk1b22,37.9755,0.0033,0.2956,0.0111,0.9912,1
Klk1b27,Klk1b27,1.6712,-0.1161,1.043,-0.1113,0.9114,0.9873
Klk1b9,Klk1b9,0.8452,-0.6948,1.5276,-0.4549,0.6492,0.9539
Klk8,Klk8,3.0343,0.1049,0.8093,0.1297,0.8968,0.9854
Klra2,Klra2,17.23,0.3355,0.5206,0.6444,0.5193,0.9219
Klrb1a,Klrb1a,13.6948,-0.7753,0.5704,-1.3591,0.1741,0.8088
Klrb1f,Klrb1f,0.5245,1.3668,1.9888,0.6872,0.4919,0.9181
Klrg2,Klrg2,61.5471,0.0381,0.1887,0.202,0.8399,0.9775
Kmt2a,Kmt2a,2102.1527,-0.1015,0.1785,-0.5685,0.5697,0.9316
Kmt2b,Kmt2b,1281.9468,-0.0044,0.072,-0.0615,0.9509,0.9939
Kmt2c,Kmt2c,1020.1579,-0.1248,0.2082,-0.5994,0.5489,0.929
Kmt2d,Kmt2d,2538.1273,0.0095,0.0924,0.1032,0.9178,0.9879
Kmt2e,Kmt2e,2296.4308,-0.0362,0.1734,-0.2088,0.8346,0.9774
Kndc1,Kndc1,1.3601,0.2566,1.1171,0.2297,0.8183,0.9753
Kng1,Kng1,370.83,1.5022,1.7047,0.8812,0.3782,0.8935
Kng2,Kng2,3338.9734,1.5368,1.283,1.1978,0.231,0.834
Knop1,Knop1,2207.3405,-0.0571,0.0808,-0.7068,0.4797,0.9168
Knstrn,Knstrn,1495.5869,-0.769,0.3482,-2.2086,0.0272,0.732
Kntc1,Kntc1,563.9107,-0.8942,0.4261,-2.0984,0.0359,0.732
Kpna1,Kpna1,2872.257,-0.0181,0.1243,-0.1459,0.884,0.9826
Kpna2,Kpna2,4563.9869,-0.5184,0.1841,-2.8158,0.0049,0.732
Kpna3,Kpna3,2950.6943,-0.2282,0.2282,-0.9998,0.3174,0.8702
Kpna4,Kpna4,3968.355,-0.0967,0.1382,-0.6997,0.4841,0.9168
Kpna6,Kpna6,5176.8282,-0.0522,0.082,-0.6367,0.5243,0.9223
Kpnb1,Kpnb1,16812.7199,-0.2108,0.0676,-3.1171,0.0018,0.6643
Kprp,Kprp,1.9871,1.0233,1.2443,0.8224,0.4108,0.9033
Kptn,Kptn,262.8495,-0.0457,0.1423,-0.3209,0.7483,0.9694
Kras,Kras,2891.0629,-0.1291,0.1837,-0.7025,0.4824,0.9168
Krba1,Krba1,416.9385,0.0251,0.0898,0.2794,0.7799,0.97
Krcc1,Krcc1,1773.8465,-0.0218,0.1212,-0.18,0.8571,0.9796
Kremen1,Kremen1,9515.0252,-0.0778,0.1129,-0.6893,0.4906,0.9181
Kremen2,Kremen2,0.7304,-1.0612,2.3229,-0.4569,0.6478,0.9535
Kri1,Kri1,835.9976,0.1788,0.1641,1.0899,0.2758,0.8588
Krit1,Krit1,1186.8301,-0.0975,0.1942,-0.5021,0.6156,0.9427
Krr1,Krr1,1394.2908,-0.1384,0.17,-0.8142,0.4155,0.9033
Krt10,Krt10,151.7031,0.0809,0.1445,0.5598,0.5756,0.9336
Krt13,Krt13,32.7502,0.2197,0.3264,0.6731,0.5009,0.9183
Krt14,Krt14,206.6085,-0.5504,0.4001,-1.3757,0.1689,0.805
Krt16,Krt16,2.0908,0.475,1.0727,0.4429,0.6579,0.9548
Krt18,Krt18,1.1561,0.104,1.3231,0.0786,0.9373,0.9923
Krt19,Krt19,125.4699,0.3405,0.2819,1.208,0.2271,0.8325
Krt20,Krt20,0.4138,-0.7714,2.4833,-0.3106,0.7561,0.9694
Krt222,Krt222,4.6218,-0.5517,0.719,-0.7673,0.4429,0.9118
Krt23,Krt23,0.8364,-0.4995,1.4788,-0.3378,0.7355,0.9694
Krt28,Krt28,0.8286,-0.3834,1.9303,-0.1986,0.8426,0.9775
Krt31,Krt31,7.1248,0.0483,0.564,0.0857,0.9317,0.9921
Krt33a,Krt33a,0.3167,0.6972,2.5707,0.2712,0.7862,0.97
Krt7,Krt7,10.2401,0.4941,0.4456,1.109,0.2674,0.8562
Krt75,Krt75,0.4186,2.1202,2.4092,0.88,0.3789,0.8935
Krt8,Krt8,2.5142,0.1696,0.8727,0.1944,0.8459,0.9776
Krt80,Krt80,1385.9337,0.8689,0.3283,2.6466,0.0081,0.732
Krt9,Krt9,2.0992,-0.3032,1.0228,-0.2964,0.7669,0.97
Krtcap2,Krtcap2,3079.0588,0.2813,0.184,1.529,0.1263,0.7753
Krtcap3,Krtcap3,64.4391,0.1141,0.1841,0.6197,0.5354,0.9265
Ksr1,Ksr1,415.7458,0.1413,0.1338,1.0556,0.2912,0.8606
Ksr2,Ksr2,1.4611,-1.6506,1.2327,-1.3391,0.1806,0.8126
Kti12,Kti12,696.3346,-0.0118,0.0942,-0.1252,0.9004,0.986
Ktn1,Ktn1,1784.1382,0.0819,0.1731,0.473,0.6362,0.9487
Kxd1,Kxd1,1100.8393,0.2559,0.1484,1.7239,0.0847,0.7604
Ky,Ky,6.22,-1.2508,0.9025,-1.386,0.1657,0.8037
L1cam,L1cam,922.2354,0.5172,0.241,2.1458,0.0319,0.732
L2hgdh,L2hgdh,595.3086,-0.3467,0.1999,-1.7346,0.0828,0.7572
L3hypdh,L3hypdh,297.4747,-0.1285,0.1163,-1.1053,0.269,0.858
L3mbtl2,L3mbtl2,1187.1518,-0.0263,0.0801,-0.3284,0.7426,0.9694
L3mbtl3,L3mbtl3,560.0736,-0.0222,0.1217,-0.1828,0.855,0.9796
L3mbtl4,L3mbtl4,0.5195,-1.3856,2.3878,-0.5803,0.5617,0.9294
l7Rn6,l7Rn6,1301.6987,-0.0155,0.1151,-0.1347,0.8928,0.9841
Lacc1,Lacc1,431.9089,-0.2691,0.1675,-1.6062,0.1082,0.7732
Lace1,Lace1,449.8058,0.2169,0.1168,1.8565,0.0634,0.7457
Lactb,Lactb,605.4949,-0.238,0.1429,-1.6653,0.0959,0.7664
Lactb2,Lactb2,1284.0645,-0.0132,0.1234,-0.1073,0.9146,0.9874
Lad1,Lad1,16.0195,-0.6743,0.5261,-1.2817,0.2,0.8249
Lag3,Lag3,13.9353,-0.6538,0.3737,-1.7494,0.0802,0.7572
Lage3,Lage3,547.2607,-0.0554,0.0781,-0.709,0.4783,0.9168
Lair1,Lair1,0.6256,-0.6362,1.7483,-0.3639,0.7159,0.9662
Lama1,Lama1,297.0196,-0.6923,0.3581,-1.9334,0.0532,0.7364
Lama2,Lama2,2587.62,-0.1673,0.2223,-0.7526,0.4517,0.9121
Lama3,Lama3,4.7258,0.426,0.6654,0.6402,0.522,0.9223
Lama4,Lama4,1873.5134,0.3036,0.1519,1.9984,0.0457,0.7364
Lama5,Lama5,7883.2405,0.1308,0.0906,1.4442,0.1487,0.7963
Lamb1,Lamb1,13993.2608,0.1371,0.1623,0.8448,0.3982,0.8995
Lamb2,Lamb2,5019.6007,-0.0528,0.0738,-0.7162,0.4739,0.9168
Lamb3,Lamb3,971.5571,-0.7585,0.4472,-1.6963,0.0898,0.764
Lamc1,Lamc1,10041.2682,0.012,0.0946,0.1271,0.8988,0.9855
Lamc2,Lamc2,660.9934,0.1562,0.1487,1.0504,0.2935,0.8606
Lamc3,Lamc3,32.3842,0.0604,0.2411,0.2506,0.8021,0.9719
Lamp1,Lamp1,36213.5764,0.3775,0.1455,2.5948,0.0095,0.732
Lamp2,Lamp2,17378.9837,0.1708,0.1325,1.2883,0.1976,0.8225
Lamp3,Lamp3,1.7846,0.1874,1.0964,0.1709,0.8643,0.9808
Lamtor1,Lamtor1,2081.0415,0.1359,0.0879,1.5468,0.1219,0.7753
Lamtor2,Lamtor2,1416.8002,0.1174,0.1202,0.9766,0.3288,0.8758
Lamtor3,Lamtor3,2246.9157,0.1627,0.1659,0.9807,0.3268,0.8751
Lamtor4,Lamtor4,816.9909,0.1859,0.1128,1.6478,0.0994,0.7669
Lamtor5,Lamtor5,2222.5079,0.0966,0.0804,1.2018,0.2295,0.8328
Lancl1,Lancl1,1687.4253,0.077,0.0781,0.9867,0.3238,0.8734
Lancl2,Lancl2,711.1824,-0.1437,0.0988,-1.4543,0.1459,0.7928
Lancl3,Lancl3,154.5326,0.1736,0.1795,0.9675,0.3333,0.8778
Lap3,Lap3,3100.5839,0.0109,0.0699,0.1562,0.8759,0.9819
Laptm4a,Laptm4a,35078.1493,0.1009,0.075,1.3461,0.1783,0.8123
Laptm4b,Laptm4b,3302.7836,0.2092,0.1133,1.8462,0.0649,0.7457
Laptm5,Laptm5,1.6685,1.0956,1.1842,0.9252,0.3549,0.8851
Large,Large,3159.058,0.3373,0.1877,1.7968,0.0724,0.752
Larp1,Larp1,5799.1985,-0.0456,0.0952,-0.4793,0.6317,0.9464
Larp1b,Larp1b,537.9369,-0.2999,0.215,-1.3947,0.1631,0.8037
Larp4,Larp4,2383.7824,-0.0255,0.2229,-0.1144,0.9089,0.987
Larp4b,Larp4b,1964.4554,-0.0695,0.1815,-0.3828,0.7018,0.9635
Larp6,Larp6,627.9234,0.6511,0.3728,1.7465,0.0807,0.7572
Larp7,Larp7,1078.2065,-0.3856,0.1658,-2.3257,0.02,0.732
Lars,Lars,5849.111,0.0706,0.0991,0.7124,0.4762,0.9168
Lars2,Lars2,2255.628,0.0455,0.1071,0.4253,0.6706,0.9578
Las1l,Las1l,1697.9846,-0.0967,0.0895,-1.0803,0.28,0.8598
Lasp1,Lasp1,8664.2288,0.0429,0.0832,0.5163,0.6056,0.941
Lat,Lat,4.9257,0.0938,0.7251,0.1294,0.8971,0.9854
Lat2,Lat2,48.115,0.0131,0.2159,0.0608,0.9515,0.994
Lats1,Lats1,2731.49,-0.0905,0.1809,-0.5001,0.617,0.9428
Lats2,Lats2,3180.3606,-0.0005,0.0684,-0.0077,0.9939,1
Lax1,Lax1,11.6344,-0.95,0.5492,-1.73,0.0836,0.7572
Layn,Layn,1325.0771,0.3238,0.2509,1.2904,0.1969,0.8209
Lbh,Lbh,3476.8217,0.0086,0.0978,0.088,0.9298,0.9917
Lbp,Lbp,219.3752,-0.1117,0.2079,-0.5375,0.5909,0.9377
Lbr,Lbr,1692.6815,-0.2106,0.0735,-2.8674,0.0041,0.732
Lbx1,Lbx1,9.3907,-0.9247,0.5338,-1.7325,0.0832,0.7572
Lbx2,Lbx2,3.1302,0.0778,0.8132,0.0957,0.9238,0.99
Lca5,Lca5,359.4751,-0.2039,0.1106,-1.8439,0.0652,0.7457
Lca5l,Lca5l,11.5576,0.0559,0.5879,0.0951,0.9243,0.99
Lcat,Lcat,33.453,-0.0974,0.2885,-0.3375,0.7358,0.9694
Lce1f,Lce1f,0.6207,1.3896,2.3022,0.6036,0.5461,0.9289
Lce1g,Lce1g,9.9159,1.4277,0.9777,1.4603,0.1442,0.7928
Lck,Lck,31.1979,0.5842,0.4384,1.3325,0.1827,0.8131
Lclat1,Lclat1,3039.7515,0.1101,0.1017,1.082,0.2793,0.8595
Lcmt1,Lcmt1,872.7696,0.0139,0.0735,0.1895,0.8497,0.9781
Lcmt2,Lcmt2,346.2125,0.0761,0.1141,0.667,0.5048,0.9188
Lcn2,Lcn2,839.3666,1.5291,1.4993,1.0199,0.3078,0.8653
Lcor,Lcor,39.6279,0.1938,0.3167,0.6121,0.5405,0.9281
Lcorl,Lcorl,151.6308,0.1597,0.1927,0.8288,0.4072,0.9033
Lcp1,Lcp1,0.8453,-1.4402,1.7617,-0.8175,0.4136,0.9033
Lct,Lct,2.7217,-0.0915,0.9146,-0.1,0.9203,0.9882
Lctl,Lctl,14.9778,-0.3058,0.3995,-0.7655,0.444,0.9118
Ldah,Ldah,2239.529,0.0328,0.0589,0.558,0.5768,0.9343
Ldb1,Ldb1,2933.8255,0.129,0.1308,0.9862,0.324,0.8734
Ldb3,Ldb3,3039.295,-0.1781,0.2471,-0.7207,0.4711,0.9168
Ldha,Ldha,45422.0881,0.1364,0.1579,0.864,0.3876,0.8952
Ldhal6b,Ldhal6b,3.2466,-0.1788,0.8463,-0.2113,0.8327,0.9774
Ldhb,Ldhb,507.483,-0.049,0.1116,-0.4392,0.6605,0.9548
Ldhc,Ldhc,0.7326,1.0531,1.8945,0.5559,0.5783,0.9346
Ldhd,Ldhd,6.8013,-0.2086,0.5475,-0.3809,0.7032,0.9638
Ldlr,Ldlr,7363.1278,0.1373,0.1072,1.2809,0.2002,0.8249
Ldlrad2,Ldlrad2,0.7264,-1.7276,1.8561,-0.9308,0.352,0.8839
Ldlrad3,Ldlrad3,3112.2229,0.0515,0.0832,0.619,0.5359,0.9268
Ldlrad4,Ldlrad4,592.657,-0.3175,0.1312,-2.4208,0.0155,0.732
Ldlrap1,Ldlrap1,1558.3622,-0.0039,0.0882,-0.0447,0.9643,0.9977
Ldoc1l,Ldoc1l,76.3116,-0.0783,0.2471,-0.317,0.7512,0.9694
Leap2,Leap2,3.1433,-0.5477,0.7501,-0.7302,0.4653,0.9158
Lect2,Lect2,0.4187,0.7832,2.4789,0.316,0.752,0.9694
Lef1,Lef1,731.7294,0.023,0.0884,0.2605,0.7945,0.971
Lefty1,Lefty1,4.8098,0.6699,0.6923,0.9677,0.3332,0.8778
Lefty2,Lefty2,0.5287,0.4876,2.3766,0.2052,0.8374,0.9774
Lekr1,Lekr1,49.1217,0.038,0.2015,0.1888,0.8503,0.9784
Lelp1,Lelp1,0.3168,-0.6843,2.5711,-0.2661,0.7901,0.97
Lemd1,Lemd1,2,0.9686,1.1149,0.8687,0.385,0.8941
Lemd2,Lemd2,2898.4873,0.2744,0.1728,1.5878,0.1123,0.7736
Lemd3,Lemd3,1021.9103,-0.1217,0.1204,-1.0103,0.3124,0.8685
Lenep,Lenep,62.9245,0.0678,0.1937,0.3499,0.7264,0.9692
Leng1,Leng1,373.6329,0.038,0.1387,0.2742,0.7839,0.97
Leng8,Leng8,1654.6497,0.0607,0.0904,0.6714,0.502,0.9188
Leng9,Leng9,140.7679,0.1016,0.1331,0.7631,0.4454,0.912
Leo1,Leo1,1088.9192,-0.1736,0.1349,-1.2867,0.1982,0.8229
Lep,Lep,0.7384,-1.1853,1.852,-0.64,0.5222,0.9223
Lepr,Lepr,10.8824,-0.0572,0.4186,-0.1367,0.8912,0.984
Leprot,Leprot,4271.4456,0.095,0.0896,1.0605,0.2889,0.8606
Leprotl1,Leprotl1,3279.6804,0.2773,0.1509,1.8369,0.0662,0.7457
Letm1,Letm1,2227.0026,0.1219,0.1327,0.918,0.3586,0.886
Letm2,Letm2,160.7302,0.0561,0.1385,0.4047,0.6857,0.9623
Letmd1,Letmd1,963.9468,0.0797,0.0864,0.9221,0.3565,0.8856
Lfng,Lfng,300.9796,-0.5938,0.2816,-2.1087,0.035,0.732
Lgals1,Lgals1,68932.7378,-0.1622,0.151,-1.0739,0.2829,0.8606
Lgals12,Lgals12,4.8558,-0.4826,1.1436,-0.422,0.673,0.9586
Lgals2,Lgals2,83.4083,-0.1888,0.2619,-0.721,0.4709,0.9168
Lgals3,Lgals3,20593.7891,0.6969,0.3698,1.8846,0.0595,0.7456
Lgals3bp,Lgals3bp,2412.8104,0.276,0.1818,1.5186,0.1289,0.7759
Lgals4,Lgals4,4.2801,0.2512,0.7218,0.348,0.7279,0.9694
Lgals7,Lgals7,1.1636,-1.346,1.7519,-0.7683,0.4423,0.9118
Lgals8,Lgals8,3413.549,0.0815,0.1046,0.7794,0.4357,0.9091
Lgals9,Lgals9,1928.6829,-0.0417,0.0941,-0.4428,0.6579,0.9548
Lgalsl,Lgalsl,329.8308,0.0103,0.1509,0.0684,0.9455,0.9934
Lgi2,Lgi2,11.6036,0.7236,0.4628,1.5634,0.118,0.7753
Lgi3,Lgi3,2.9488,-0.7589,1.0063,-0.7541,0.4508,0.9121
Lgi4,Lgi4,8.2711,0.1606,0.5788,0.2775,0.7814,0.97
Lgmn,Lgmn,7458.7431,0.3821,0.2118,1.8036,0.0713,0.752
Lgr4,Lgr4,812.6769,0.0319,0.1209,0.2639,0.7919,0.9702
Lgr5,Lgr5,55.3684,-1.1086,0.7055,-1.5714,0.1161,0.7753
Lgr6,Lgr6,22.4474,0.0599,0.34,0.1762,0.8601,0.98
Lhb,Lhb,0.5269,0.4956,1.9758,0.2508,0.8019,0.9719
Lhfp,Lhfp,3389.7947,0.1039,0.0999,1.0406,0.2981,0.8608
Lhfpl1,Lhfpl1,1.6916,-1.537,1.6393,-0.9376,0.3484,0.8829
Lhfpl2,Lhfpl2,3676.5416,0.2527,0.1941,1.3019,0.1929,0.8191
Lhfpl4,Lhfpl4,7.2076,-0.5811,0.5695,-1.0202,0.3076,0.8653
Lhpp,Lhpp,104.4935,0.1467,0.164,0.8944,0.3711,0.893
Lhx2,Lhx2,23.9525,-0.894,0.4122,-2.1687,0.0301,0.732
Lhx5,Lhx5,0.5195,-1.3856,2.3878,-0.5803,0.5617,0.9294
Lhx6,Lhx6,321.8372,-0.1724,0.0949,-1.8171,0.0692,0.7507
Lhx8,Lhx8,18.1359,0.4284,0.4879,0.8781,0.3799,0.8935
Lhx9,Lhx9,133.5642,-0.5481,0.2377,-2.306,0.0211,0.732
Lias,Lias,1157.9907,-0.0777,0.0854,-0.9089,0.3634,0.8873
Lif,Lif,625.983,-0.381,0.2737,-1.3919,0.1639,0.8037
Lifr,Lifr,4490.8979,-0.1472,0.2038,-0.7223,0.4701,0.9168
Lig1,Lig1,1018.8728,-0.629,0.2586,-2.4322,0.015,0.732
Lig3,Lig3,2318.138,-0.0387,0.067,-0.5773,0.5637,0.9295
Lig4,Lig4,357.4379,-0.085,0.2145,-0.3962,0.692,0.9623
Lilr4b,Lilr4b,6.7866,1.7884,1.4384,1.2434,0.2137,0.8265
Lilrb4a,Lilrb4a,11.9089,1.5645,1.2955,1.2077,0.2272,0.8325
Lima1,Lima1,14266.2413,-0.0582,0.1088,-0.5353,0.5924,0.9384
Limch1,Limch1,187.3126,-0.6352,0.4319,-1.4705,0.1414,0.7917
Limd1,Limd1,2552.0051,0.0538,0.1043,0.516,0.6059,0.941
Limd2,Limd2,1179.3986,-0.1331,0.1143,-1.1645,0.2442,0.8419
Lime1,Lime1,476.5951,0.1518,0.0976,1.5551,0.1199,0.7753
Limk1,Limk1,1232.266,0.1288,0.1251,1.0293,0.3033,0.8627
Limk2,Limk2,1786.1763,-0.0099,0.0703,-0.1405,0.8882,0.9833
Lims1,Lims1,6352.324,-0.279,0.2506,-1.1135,0.2655,0.8547
Lims2,Lims2,222.5234,0.6717,0.3374,1.9905,0.0465,0.7364
Lin28a,Lin28a,3.0235,-0.1133,0.829,-0.1367,0.8913,0.984
Lin37,Lin37,549.0805,0.002,0.0929,0.0215,0.9828,1
Lin52,Lin52,475.3474,0.0487,0.1286,0.379,0.7047,0.9646
Lin54,Lin54,490.6902,-0.2628,0.2073,-1.2678,0.2049,0.8262
