"DHMR001","DHMR002","DHMR003","DHMR004","DHMR009","DHMR010","DHMR011","DHMR012"
1,0.99051837230939,0.991717173948875,0.996241998775212,0.991263812427027,0.983807307750846,0.978558072292409,0.986469400081335
0.99051837230939,1,0.990649438693016,0.99375006294911,0.996037994102566,0.993644081171612,0.989158184548168,0.993188955694369
0.991717173948875,0.990649438693016,1,0.994152850420037,0.991243574727532,0.986126214848572,0.982911831151036,0.989453544354954
0.996241998775212,0.99375006294911,0.994152850420037,1,0.994016337281072,0.988010950184981,0.983062780509542,0.990252428592913
0.991263812427027,0.996037994102566,0.991243574727532,0.994016337281072,1,0.993697394933786,0.989325628708945,0.993599400679417
0.983807307750846,0.993644081171612,0.986126214848572,0.988010950184981,0.993697394933786,1,0.995121736710721,0.993205792592966
0.978558072292409,0.989158184548168,0.982911831151036,0.983062780509542,0.989325628708945,0.995121736710721,1,0.993614178597215
0.986469400081335,0.993188955694369,0.989453544354954,0.990252428592913,0.993599400679417,0.993205792592966,0.993614178597215,1
