"feature","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","direction"
"Saa2","Saa2",14.4472156164209,1.62503557591903,0.541604565554828,3.00040967020712,0.00269616710132125,0.0250872066838551,"Up"
"Cth","Cth",186.786674647921,1.62080416827742,0.382845387302224,4.23357371417912,2.30006743269977e-05,0.00156328056222645,"Up"
"Mmp8","Mmp8",35.2910983397947,1.61777873634015,0.560062866230441,2.88856632689964,0.00387002401711882,0.0314704481632896,"Up"
"Parm1","Parm1",246.911614380621,-1.61016339716126,0.540321978938409,-2.98000721777932,0.00288241591672017,0.026042001195411,"Down"
"Oas1b","Oas1b",9.59435763320758,1.60425653792225,0.566178219154488,2.83348331611554,0.00460437114083508,0.0351164545450364,"Up"
"Slc10a6","Slc10a6",97.8338465243576,1.55675423012294,0.406256981350362,3.83194456117019,0.000127134391789116,0.00392055760250136,"Up"
"Mpeg1","Mpeg1",15.2418036877116,1.55094931356905,0.581878037164979,2.66541992395103,0.00768922414144743,0.0485092715920273,"Up"
"Klf15","Klf15",56.2052921876619,1.55083466993231,0.417258815202561,3.71672116544607,0.000201824972121538,0.00521233250180804,"Up"
"Cd40","Cd40",60.140850842503,1.53446628814848,0.401535499159412,3.8214959607825,0.000132644586975749,0.00401710860152789,"Up"
"Ifit1","Ifit1",147.303438181523,1.52511417222152,0.332771581978699,4.58306614751481,4.58207012454016e-06,0.000658404480554935,"Up"
