SampleID,J_XYL_F_0001_01,J_XYL_F_0001_02,J_XYL_F_0002_01,J_XYL_F_0002_02,J_XYL_F_0003_01,J_XYL_F_0003_02,J_XYL_F_0004_01,J_XYL_F_0004_02,J_XYL_F_0005_01,J_XYL_F_0005_02,J_XYL_F_0006_01,J_XYL_F_0006_02,J_XYL_F_0010_01,J_XYL_F_0010_02,J_XYL_F_0012_01,J_XYL_F_0012_02,J_XYL_F_0013_01,J_XYL_F_0013_02,J_XYL_F_0015_01,J_XYL_F_0015_02,J_XYL_F_0016_01,J_XYL_F_0016_02,J_XYL_F_0018_01,J_XYL_F_0018_02,J_XYL_F_0020_01,J_XYL_F_0020_02,J_XYL_F_0025_01,J_XYL_F_0025_02,J_XYL_F_0031_01,J_XYL_F_0031_02,J_XYL_F_0032_01,J_XYL_F_0032_02,J_XYL_F_0034_01,J_XYL_F_0034_02,J_XYL_F_0036_01,J_XYL_F_0036_02,J_XYL_F_0043_01,J_XYL_F_0043_2,J_XYL_F_0044_01,J_XYL_F_0044_02,J_XYL_F_0045_01,J_XYL_F_0045_2,J_XYL_F_0046_01,J_XYL_F_0046_02,J_XYL_F_0047_01,J_XYL_F_0047_02,J_XYL_F_0048_01,J_XYL_F_0049_02,J_XYL_F_0050_01,J_XYL_F_0050_02,J_XYL_F_0051_01,J_XYL_F_0051_02,J_XYL_F_0053_01,J_XYL_F_0053_02,J_XYL_F_0057_01,J_XYL_F_0057_02,J_XYL_F_0058_01,J_XYL_F_0058_02,J_XYL_F_0059_01,J_XYL_F_0059_02,J_XYL_F_0060_01,J_XYL_F_0060_02,J_XYL_F_0061_01,J_XYL_F_0061_02,J_XYL_F_0062_01,J_XYL_F_0062_02,J_XYL_F_0064_01,J_XYL_F_0064_02,J_XYL_F_0065_01,J_XYL_F_0065_02,J_XYL_F_0066_01,J_XYL_F_0066_02,K_XYL_F_0001_01,K_XYL_F_0001_02,K_XYL_F_0002_01,K_XYL_F_0002_02,K_XYL_F_0003_01,K_XYL_F_0003_02,K_XYL_F_0004_01,K_XYL_F_0004_02,K_XYL_F_0005_01,K_XYL_F_0005_02,K_XYL_F_0007_01,K_XYL_F_0007_02,K_XYL_F_0008_01,K_XYL_F_0008_02,K_XYL_F_0009_01,K_XYL_F_0009_02,K_XYL_F_0011_01,K_XYL_F_0011_02,K_XYL_F_0012_01,K_XYL_F_0012_02,K_XYL_F_0013_01,K_XYL_F_0013_02,K_XYL_F_0017_01,K_XYL_F_0017_02,K_XYL_F_0018_01,K_XYL_F_0018_02,K_XYL_F_0022_01,K_XYL_F_0022_02,K_XYL_F_0028_01,K_XYL_F_0028_02,K_XYL_F_0030_02,K_XYL_F_0030_03,K_XYL_F_0033_01,K_XYL_F_0033_02,K_XYL_F_0035_01,K_XYL_F_0035_02,K_XYL_F_0036_01,K_XYL_F_0036_02,K_XYL_F_0037_01,K_XYL_F_0037_02,K_XYL_F_0038_01,K_XYL_F_0038_02,K_XYL_F_0039_01,K_XYL_F_0039_02,K_XYL_F_0042_01,K_XYL_F_0042_02,K_XYL_F_0043_01,K_XYL_F_0043_02,K_XYL_F_0044_01,K_XYL_F_0044_02,K_XYL_F_0045_01,K_XYL_F_0045_02,K_XYL_F_0046_01,K_XYL_F_0046_02,K_XYL_F_0047_01,K_XYL_F_0047_02,K_XYL_F_0048_01,K_XYL_F_0048_02
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__subflava,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;__;__,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,6,112,0,94,0,0,3,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,10,0,0,89,22,0,0,0,0,0,133,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,1169,17,27,0,44,0,0,0,23,0,0,0,0,0,1717,510,0,33,0,1792,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,248,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,310,0,0,0,0,0,0,0,0,0,13,0,0,29,210,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,0,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__,375,1207,101,189,0,456,198,168,0,275,123,773,167,139,16,125,3,55,0,6,182,11,0,0,42,5,0,218,352,470,41,0,196,276,163,0,214,289,0,0,179,65,0,0,0,0,12,33,0,0,0,0,229,143,0,184,0,204,305,514,0,0,0,8,52,0,252,49,29,144,0,0,0,0,0,0,2,0,198,114,0,76,286,2122,12,203,8,123,148,735,124,77,0,148,44,39,31,0,0,2,0,0,0,0,373,77,739,189,394,832,0,27,0,0,0,0,190,423,290,222,487,221,118,17,84,0,0,39,0,99
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium;s__spiroforme,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,8,0,0,0,0,0,0,0,0,23,21,0,0,0,0,0,0,0,26,22,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,135,0,222,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__;s__,0,0,0,0,0,37,20,29,62,0,100,0,0,18,0,0,0,0,0,0,0,16,97,50,79,0,0,214,0,66,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,39,0,0,0,330,0,16,0,0,0,25,0,170,0,0,0,0,0,0,4,34,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,127,132,0,0,51,45,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,53,0,57,0,0,27,0,0,0,0,0,165,84,78,23,0,0,6,0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;__;__;__,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,0,0,0,0,0,2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;__;__,3140,8363,334,338,217,278,122,637,115,928,187,375,284,413,589,301,891,1791,2672,728,2724,1409,547,157,0,659,497,2295,626,702,490,571,1788,7268,1714,263,641,325,2183,558,8968,14309,431,2461,2941,1290,8645,851,8027,1336,8325,0,631,320,815,686,5791,778,448,1026,1645,414,340,275,527,173,10170,4843,1219,543,2256,1164,1414,4333,12099,4139,293,8853,4880,9882,292,268,2600,480,1519,3133,147,937,226,293,58,200,92,459,1959,3857,433,337,446,311,398,450,306,274,261,192,51,247,795,0,258,115,2349,734,527,6569,356,250,426,82,341,244,1118,814,1034,1121,306,333,334,212
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,0,276,0,37,0,97,91,93,0,0,103,49,51,153,37,90,19,28,30,97,32,111,52,0,57,120,33,120,87,0,63,5,0,0,37,69,64,110,0,0,0,0,86,0,141,0,0,3,205,0,51,97,98,0,66,0,246,115,90,44,109,382,81,45,261,6,97,0,48,18,109,45,345,58,30,50,0,0,0,309,0,307,16,187,0,2,0,86,120,439,30,30,0,278,9,132,139,0,99,93,74,0,0,406,270,170,61,0,180,0,108,267,47,64,284,0,174,41,114,105,0,74,0,84,0,118,70,44,33,256
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__mucilaginosa,0,0,27,0,0,59,92,140,0,0,0,39,0,0,0,0,0,0,0,0,13,29,25,0,0,198,21,0,32,0,2,67,114,0,37,135,26,0,0,163,0,0,104,35,46,0,19,0,65,0,0,0,77,15,0,14,124,152,51,93,0,83,0,121,108,16,99,23,0,0,0,0,72,0,52,0,0,0,0,0,107,78,0,95,0,0,0,18,31,262,0,0,0,0,19,25,44,0,141,0,194,0,22,182,122,32,26,0,65,0,32,42,22,0,210,0,88,9,84,19,0,0,26,15,0,17,0,40,38,14
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__,0,153,193,253,0,232,611,887,0,121,0,0,0,115,395,131,0,78,231,0,348,0,840,0,1072,258,66,149,4031,2420,172,918,1133,278,0,34,2229,0,0,103,109,0,209,0,757,516,144,0,106,0,0,314,1030,482,233,1009,120,48,114,242,764,4507,681,0,219,646,187,0,0,0,118,2395,0,14550,542,7578,35,1068,104,3455,221,5406,82,412,0,0,360,1177,66,108,443,83,0,556,1782,393,2115,502,379,106,153,293,149,137,3048,5215,78,164,381,2453,99,133,4666,10847,130,561,141,589,4612,9406,4826,5713,95,5368,0,5894,146,0,336,16
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__,0,245,136,104,181,147,52,62,158,0,0,0,180,105,124,149,0,0,90,11,0,68,25,0,151,32,0,61,204,208,0,108,126,163,60,0,116,0,0,152,0,19,74,0,197,140,0,89,0,0,0,0,0,160,0,59,0,90,174,97,135,244,0,0,25,0,122,163,3,0,0,0,0,0,59,0,261,84,0,0,222,116,214,163,101,25,127,176,310,312,264,227,0,0,0,0,0,4,0,89,0,0,0,0,136,210,285,230,47,212,185,269,0,116,14,0,220,91,89,38,0,197,171,0,165,0,45,17,22,132
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__,0,0,286,295,289,187,478,414,21,76,0,0,382,372,33,16,24,16,0,7,39,40,184,0,163,32,75,190,0,0,83,126,59,35,9,0,33,0,51,38,33,23,188,107,38,0,0,198,57,0,0,137,222,111,0,16,5,376,128,202,39,0,52,16,13,16,31,279,72,67,0,17,0,0,0,0,34,0,21,0,20,28,34,53,17,14,30,92,0,3,430,359,28,6,62,41,19,0,0,148,18,77,15,0,14,18,71,150,39,0,12,32,34,81,32,0,114,0,138,39,0,102,143,19,69,32,36,51,31,140
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__,65,169,219,301,75,560,459,387,26,273,0,61,68,104,195,146,0,0,70,29,41,374,209,0,152,0,0,228,105,249,0,247,38,171,0,37,348,0,0,178,224,80,41,145,166,352,0,569,248,0,214,38,0,110,0,169,381,323,170,222,254,270,480,27,0,11,0,174,149,230,0,59,144,0,0,21,0,35,176,90,125,54,391,464,171,0,182,228,256,204,157,248,207,229,204,484,0,125,0,78,0,0,0,0,0,225,334,395,68,218,251,159,99,227,305,27,178,78,259,38,129,103,68,64,62,69,118,360,199,366
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;__;__,0,13,295,449,165,137,157,223,69,0,75,0,253,351,33,46,25,7,4,12,17,21,404,0,324,14,132,31,1,0,32,174,395,53,112,151,370,192,0,0,108,80,250,326,69,176,4,182,8,0,0,0,589,247,0,28,109,230,213,225,0,0,46,0,0,63,37,126,371,296,0,31,0,0,4,0,0,0,0,0,189,3,0,0,33,213,49,408,76,60,137,214,0,55,0,0,69,132,0,108,0,12,77,9,15,80,0,253,189,0,0,17,0,115,29,0,87,21,235,113,2,22,319,33,327,8,0,8,0,140
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;__,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,26,0,0,6,0,0,0,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__,0,0,73,119,0,186,327,0,49,127,0,0,128,74,0,0,27,3,0,0,0,120,147,0,99,0,360,103,204,108,0,187,39,82,59,0,179,428,0,0,179,114,156,158,74,193,0,226,0,0,0,0,250,108,0,120,0,172,225,281,6,0,534,119,171,80,42,146,85,179,0,0,21,0,28,22,0,24,0,0,0,0,0,0,0,23,0,30,0,23,115,33,0,33,0,0,20,0,0,0,0,0,0,0,9,0,84,0,105,0,0,23,0,0,0,0,17,0,250,128,0,29,181,0,78,0,148,317,43,123
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__,32,66,499,623,183,0,523,48,249,43,0,0,413,535,138,13,7,21,0,11,56,63,369,0,415,9,235,159,28,72,86,132,216,0,0,0,266,0,0,0,0,69,138,123,0,73,0,72,3,0,0,123,427,277,0,115,51,296,159,52,57,20,74,50,16,0,0,22,380,460,56,39,0,0,38,18,166,98,0,7,66,35,272,0,46,32,312,361,66,0,430,247,12,7,40,0,37,64,0,104,34,0,214,21,35,91,84,306,60,0,0,0,14,91,26,0,368,0,276,0,203,27,182,0,30,19,0,26,33,49
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister;s__,0,25,1,384,0,560,0,69,169,390,0,0,419,2326,298,92,26,51,632,192,130,157,110,0,10,125,270,86,588,78,49,0,245,139,334,296,0,0,0,0,0,4,559,407,64,313,0,13,0,0,0,578,573,134,0,465,16,602,46,18,9,6,119,9,3108,111,31,31,1857,106,0,165,0,0,139,0,0,0,0,3,9,17,168,0,122,22,461,707,87,3,1405,356,9,8,0,77,12,15,14,104,0,0,0,0,27,39,191,56,177,0,94,103,0,172,135,149,306,71,177,31,0,4,354,5,409,0,1950,1166,5,123
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella;s__lenta,0,0,0,42,0,15,0,0,0,0,0,0,0,5,30,0,5,0,0,0,0,0,0,0,8,13,0,24,0,0,58,45,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,21,0,0,0,57,0,0,0,6,0,126,26,0,8,0,0,0,0,17,73,0,0,0,0,85,0,0,0,0,0,0,32,0,0,0,0,0,21,0,0,0,0,17,11,0,10,0,36,12,45,0,0,0,0,124,70,160,0,0,28,0,0,43,0,28,0,37,18,0,0,0,4,0,10,0,0,0,64
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__;s__,0,0,0,104,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,48,0,67,0,0,0,0,0,0,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,15,11,0,0,0,32,0,0,18,0,0,50,0,30,11,0,0,0,25,53,0,0,0,26,0,35,25,27,0,0,0,80,0,0,0,33,10,0,0,0,14,0,41,0,0,0,26,91,192,55,0,29,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,134,0,0,10,16,0,0,0,95,154,118,0,68,0,25,0,0,0,216,91,0,0,0,0,0,0,51,245,0,351,57,0,2627,78
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__,0,0,0,0,0,169,60,0,0,13,0,0,0,190,0,0,0,0,0,0,0,19,38,0,179,0,48,18,0,36,0,0,0,0,139,68,0,0,0,0,0,0,42,23,0,0,0,0,0,0,0,0,0,63,0,0,94,0,39,27,0,0,116,0,17,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,77,133,0,79,0,95,57,0,127,13,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,22,0,0,0,0,0,12,0,0,96,0,0,20,0,0,50,0,45,0,0,0,25,0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__,0,123,0,69,0,46,0,41,0,25,0,14,7,46,66,28,117,29,52,12,34,18,94,0,0,34,35,25,11,25,0,53,104,125,12,24,0,0,0,1,75,63,133,78,71,34,112,0,77,0,0,201,57,0,18,80,74,88,66,76,58,133,26,64,125,3126,66,147,0,64,0,137,114,189,8,287,176,198,0,11,9,18,0,0,3,46,0,63,42,47,0,34,0,380,96,33,192,11,116,16,37,29,17,77,208,120,154,0,158,0,91,17,99,27,3557,271,113,101,119,142,11,108,71,0,0,97,0,82,57,1
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__helveticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,12,35,0,0,0,17,0,0,0,37,0,0,0,0,0,49,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,24,0,0,0,105,85,116,0,0,0,86,0,0,31,0,38,23,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,37,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,1157,92,1342,86,18,4952,0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__,29,59,22,7,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,33,0,0,0,0,0,46,25,42,104,11,103,19,54,0,49,0,52,0,0,89,0,18,0,31,95,0,151,0,72,0,116,0,0,0,0,0,0,49,0,49,0,181,32,42,36,0,113,0,0,20,0,0,43,0,0,0,0,0,0,71,51,70,0,0,0,0,38,0,26,158,0,0,0,61,0,69,336,0,74,26,68,0,0,132,0,52,0,0,177,0,54,60,0,17,74,0,0,0,0,0,0,21,0,5,0,27,38,35,51,0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;__;__;__,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,4,0,1,0,41,0,0,0,2,2,0,0,0,18,0,0,0,2,29,1,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,24,14,0,0,0,0,0,0,0,0,12,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__,0,0,0,0,0,0,33,0,50,0,0,0,0,0,0,0,0,0,0,40,0,142,0,0,0,38,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,29,75,0,125,0,111,0,21,0,0,19,0,0,0,0,68,0,0,0,60,0,0,0,13,0,62,0,30,67,98,54,47,0,35,0,0,70,0,0,37,0,0,45,0,0,0,0,218,41,0,0,137,69,80,21,0,56,66,9411,25,0,61,0,32,0,0,52,83,0,296,79,138,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter;s__,0,0,0,0,0,0,0,0,10,125,23,0,0,0,0,36,26,0,0,0,119,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,41,54,5,343,141,0,194,0,71,61,0,0,0,0,0,0,0,0,0,0,0,218,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,54,0,0,0,0,275,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,58,40,0,0,0,10,78,9,0,0,0,20,0,26,0,0,0,0,0
k__Bacteria;p__Firmicutes;c__Bacilli;__;__;__;__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__moorei,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,15,3,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri,0,0,257,58,0,0,0,43,5709,0,236,0,327,223,0,60,906,100,1790,3794,99,0,294,1352,505,0,0,0,62,28,52,0,85,210,2238,2227,0,0,545,157,0,0,577,211,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,39,0,0,0,183,368,0,0,284,673,0,0,0,0,29,0,3,0,0,37,0,51,0,0,1146,1058,571,47,0,0,0,0,0,0,74,0,0,0,110,15,35,37,0,63,0,19,0,28,92,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;s__muciniphila,0,53,84,92,0,44,0,8749,0,0,0,0,52,55,0,47,65,114,0,90,51,144,456,0,549,55,0,99,52,132,1316,149,0,58,0,52,79,37,0,38,0,162,79,167,87,75,60,51,70,0,2,12,93,147,0,39,53,673,76,292,56,78,41,85,43,0,0,0,99,46,67,8579,107,0,0,0,86,0,23,0,41,0,104,0,73,0,11,35,43,0,0,66,22,69,26,142,49,66,0,94,0,0,113,0,0,65,52,77,402,0,26,60,0,71,62,0,125,0,78,0,0,0,0,0,10,0,102,48,0,0
